lat,lon,sst_c,source,date,sst_f
33.71,-78.85,19.16,GOES19,2026-04-16,66.49
33.71,-78.83,19.15,GOES19,2026-04-16,66.47
33.71,-78.81,19.1,GOES19,2026-04-16,66.38
33.71,-78.79,19.03,GOES19,2026-04-16,66.25
33.71,-78.77,19.0,GOES19,2026-04-16,66.2
33.71,-78.75,18.98,GOES19,2026-04-16,66.16
33.71,-78.73,18.96,GOES19,2026-04-16,66.13
33.71,-78.71,18.95,GOES19,2026-04-16,66.11
33.71,-78.69,18.95,GOES19,2026-04-16,66.11
33.71,-78.67,18.96,GOES19,2026-04-16,66.13
33.71,-78.65,18.98,GOES19,2026-04-16,66.16
33.71,-78.63,19.0,GOES19,2026-04-16,66.2
33.71,-78.61,19.02,GOES19,2026-04-16,66.24
33.71,-78.59,19.03,GOES19,2026-04-16,66.25
33.71,-78.57,19.05,GOES19,2026-04-16,66.29
33.71,-78.55,19.07,GOES19,2026-04-16,66.33
33.71,-78.53,19.1,GOES19,2026-04-16,66.38
33.71,-78.51,19.12,GOES19,2026-04-16,66.42
33.71,-78.49,19.12,GOES19,2026-04-16,66.42
33.71,-78.47,19.12,GOES19,2026-04-16,66.42
33.71,-78.45,19.13,GOES19,2026-04-16,66.43
33.71,-78.43,19.13,GOES19,2026-04-16,66.43
33.71,-78.41,19.12,GOES19,2026-04-16,66.42
33.71,-78.39,19.12,GOES19,2026-04-16,66.42
33.71,-78.37,19.12,GOES19,2026-04-16,66.42
33.71,-78.35,19.13,GOES19,2026-04-16,66.43
33.71,-78.33,19.15,GOES19,2026-04-16,66.47
33.71,-78.31,19.16,GOES19,2026-04-16,66.49
33.71,-78.29,19.18,GOES19,2026-04-16,66.52
33.71,-78.27,19.21,GOES19,2026-04-16,66.58
33.71,-78.25,19.24,GOES19,2026-04-16,66.63
33.71,-78.23,19.28,GOES19,2026-04-16,66.7
33.71,-78.21,19.33,GOES19,2026-04-16,66.79
33.71,-78.19,19.37,GOES19,2026-04-16,66.87
33.71,-78.17,19.42,GOES19,2026-04-16,66.96
33.71,-78.15,19.47,GOES19,2026-04-16,67.05
33.71,-78.13,19.5,GOES19,2026-04-16,67.1
33.71,-78.11,19.53,GOES19,2026-04-16,67.15
33.71,-78.09,19.56,GOES19,2026-04-16,67.21
33.71,-78.07,19.55,GOES19,2026-04-16,67.19
33.71,-78.05,19.58,GOES19,2026-04-16,67.24
33.71,-78.03,19.61,GOES19,2026-04-16,67.3
33.71,-78.01,19.62,GOES19,2026-04-16,67.32
33.71,-77.99,19.63,GOES19,2026-04-16,67.33
33.71,-77.97,19.48,GOES19,2026-04-16,67.06
33.71,-77.95,19.37,GOES19,2026-04-16,66.87
