lat,lon,sst_c,source,date,sst_f
34.0,-77.95,19.023,blended,2026-04-16,66.24
34.0,-77.9,18.835,blended,2026-04-16,65.9
34.0,-77.8,19.28,blended,2026-04-16,66.7
34.0,-77.75,19.195,blended,2026-04-16,66.55
34.0,-77.7,19.475,blended,2026-04-16,67.06
34.0,-77.65,19.745,blended,2026-04-16,67.54
34.0,-77.6,20.01,blended,2026-04-16,68.02
34.0,-77.55,20.28,blended,2026-04-16,68.5
34.0,-77.5,20.8,blended,2026-04-16,69.44
34.0,-77.45,20.85,blended,2026-04-16,69.53
34.0,-77.4,20.938,blended,2026-04-16,69.69
34.0,-77.3,21.295,blended,2026-04-16,70.33
34.0,-77.25,21.518,blended,2026-04-16,70.73
34.0,-77.2,21.812,blended,2026-04-16,71.26
34.0,-77.15,22.417,blended,2026-04-16,72.35
34.0,-77.1,22.42,blended,2026-04-16,72.36
34.0,-77.05,22.68,blended,2026-04-16,72.82
34.0,-77.0,23.18,blended,2026-04-16,73.72
34.0,-76.95,23.246,blended,2026-04-16,73.84
34.0,-76.9,22.96,blended,2026-04-16,73.33
34.0,-76.8,23.3,blended,2026-04-16,73.94
34.0,-76.75,22.072,blended,2026-04-16,71.73
34.0,-76.7,22.032,blended,2026-04-16,71.66
34.0,-76.65,22.237,blended,2026-04-16,72.03
34.0,-76.6,23.18,blended,2026-04-16,73.72
34.0,-76.55,23.003,blended,2026-04-16,73.41
34.0,-76.5,23.285,blended,2026-04-16,73.91
34.0,-76.45,23.57,blended,2026-04-16,74.43
34.0,-76.4,23.89,blended,2026-04-16,75.0
34.0,-76.3,24.519,blended,2026-04-16,76.13
34.0,-76.25,23.875,blended,2026-04-16,74.97
34.0,-76.2,23.86,blended,2026-04-16,74.95
34.0,-76.15,23.842,blended,2026-04-16,74.92
34.0,-76.1,23.75,blended,2026-04-16,74.75
34.0,-76.05,25.004,blended,2026-04-16,77.01
34.0,-76.0,25.415,blended,2026-04-16,77.75
34.0,-75.95,25.622,blended,2026-04-16,78.12
34.0,-75.9,25.655,blended,2026-04-16,78.18
34.0,-75.8,25.396,blended,2026-04-16,77.71
34.0,-75.75,25.259,blended,2026-04-16,77.47
34.0,-75.7,25.17,blended,2026-04-16,77.31
34.0,-75.65,25.211,blended,2026-04-16,77.38
34.0,-75.6,24.13,blended,2026-04-16,75.43
34.0,-75.55,25.445,blended,2026-04-16,77.8
34.0,-75.5,25.427,blended,2026-04-16,77.77
34.0,-75.45,25.383,blended,2026-04-16,77.69
34.0,-75.4,25.286,blended,2026-04-16,77.51
34.0,-75.3,24.823,blended,2026-04-16,76.68
34.0,-75.25,24.628,blended,2026-04-16,76.33
34.0,-75.2,24.558,blended,2026-04-16,76.2
34.0,-75.15,24.728,blended,2026-04-16,76.51
34.0,-75.1,24.35,blended,2026-04-16,75.83
34.0,-75.05,25.023,blended,2026-04-16,77.04
34.0,-75.0,24.787,blended,2026-04-16,76.62
34.0,-74.95,24.444,blended,2026-04-16,76.0
34.0,-74.9,24.14,blended,2026-04-16,75.45
34.0,-74.8,23.989,blended,2026-04-16,75.18
34.0,-74.75,24.072,blended,2026-04-16,75.33
34.0,-74.7,23.948,blended,2026-04-16,75.11
34.0,-74.65,23.653,blended,2026-04-16,74.58
34.0,-74.6,22.91,blended,2026-04-16,73.24
34.0,-74.55,22.957,blended,2026-04-16,73.32
34.0,-74.5,22.591,blended,2026-04-16,72.66
34.0,-74.45,22.093,blended,2026-04-16,71.77
34.0,-74.4,21.833,blended,2026-04-16,71.3
34.0,-74.3,21.442,blended,2026-04-16,70.6
34.0,-74.25,21.262,blended,2026-04-16,70.27
34.0,-74.2,20.971,blended,2026-04-16,69.75
34.0,-74.15,20.87,blended,2026-04-16,69.57
34.0,-74.1,20.67,blended,2026-04-16,69.21
34.0,-74.05,20.307,blended,2026-04-16,68.55
34.0,-74.0,20.335,blended,2026-04-16,68.6
34.0,-73.95,20.277,blended,2026-04-16,68.5
34.0,-73.9,20.085,blended,2026-04-16,68.15
34.0,-73.8,20.03,blended,2026-04-16,68.05
34.0,-73.75,20.035,blended,2026-04-16,68.06
34.0,-73.7,20.038,blended,2026-04-16,68.07
34.0,-73.65,20.047,blended,2026-04-16,68.08
34.0,-73.6,20.26,blended,2026-04-16,68.47
34.0,-73.55,20.103,blended,2026-04-16,68.19
34.0,-73.5,20.16,blended,2026-04-16,68.29
34.0,-73.45,20.403,blended,2026-04-16,68.73
34.0,-73.4,20.545,blended,2026-04-16,68.98
34.0,-73.3,20.525,blended,2026-04-16,68.94
34.0,-73.25,20.508,blended,2026-04-16,68.91
34.0,-73.2,20.525,blended,2026-04-16,68.94
34.0,-73.15,20.535,blended,2026-04-16,68.96
34.0,-73.1,20.26,blended,2026-04-16,68.47
34.0,-73.05,20.468,blended,2026-04-16,68.84
34.0,-73.0,20.382,blended,2026-04-16,68.69
34.0,-72.95,20.357,blended,2026-04-16,68.64
34.0,-72.9,20.352,blended,2026-04-16,68.63
34.0,-72.8,20.37,blended,2026-04-16,68.67
34.0,-72.75,20.358,blended,2026-04-16,68.64
34.0,-72.7,20.35,blended,2026-04-16,68.63
34.0,-72.65,20.37,blended,2026-04-16,68.67
34.0,-72.6,20.37,blended,2026-04-16,68.67
34.0,-72.55,20.333,blended,2026-04-16,68.6
34.0,-72.5,20.265,blended,2026-04-16,68.48
34.0,-72.45,20.23,blended,2026-04-16,68.41
34.0,-72.4,20.715,blended,2026-04-16,69.29
34.0,-72.3,20.73,blended,2026-04-16,69.31
34.0,-72.25,20.815,blended,2026-04-16,69.47
34.0,-72.2,20.892,blended,2026-04-16,69.61
34.1,-77.95,18.916,blended,2026-04-16,66.05
34.1,-77.9,19.192,blended,2026-04-16,66.55
34.1,-77.75,18.838,blended,2026-04-16,65.91
34.1,-77.7,19.19,blended,2026-04-16,66.54
34.1,-77.65,19.445,blended,2026-04-16,67.0
34.1,-77.5,19.998,blended,2026-04-16,68.0
34.1,-77.45,20.202,blended,2026-04-16,68.36
34.1,-77.4,20.388,blended,2026-04-16,68.7
34.1,-77.25,20.803,blended,2026-04-16,69.45
34.1,-77.2,21.068,blended,2026-04-16,69.92
34.1,-77.15,21.28,blended,2026-04-16,70.3
34.1,-77.0,21.825,blended,2026-04-16,71.28
34.1,-76.95,22.203,blended,2026-04-16,71.97
34.1,-76.9,22.28,blended,2026-04-16,72.1
34.1,-76.75,21.681,blended,2026-04-16,71.03
34.1,-76.7,21.746,blended,2026-04-16,71.14
34.1,-76.65,21.99,blended,2026-04-16,71.58
34.1,-76.55,22.355,blended,2026-04-16,72.24
34.1,-76.5,22.429,blended,2026-04-16,72.37
34.1,-76.45,22.508,blended,2026-04-16,72.51
34.1,-76.4,22.657,blended,2026-04-16,72.78
34.1,-76.3,23.024,blended,2026-04-16,73.44
34.1,-76.25,23.32,blended,2026-04-16,73.98
34.1,-76.2,23.75,blended,2026-04-16,74.75
34.1,-76.15,24.273,blended,2026-04-16,75.69
34.1,-76.05,24.54,blended,2026-04-16,76.17
34.1,-76.0,24.998,blended,2026-04-16,77.0
34.1,-75.95,25.273,blended,2026-04-16,77.49
34.1,-75.9,25.466,blended,2026-04-16,77.84
34.1,-75.8,25.447,blended,2026-04-16,77.8
34.1,-75.75,24.62,blended,2026-04-16,76.32
34.1,-75.7,24.7,blended,2026-04-16,76.46
34.1,-75.65,25.42,blended,2026-04-16,77.76
34.1,-75.55,25.667,blended,2026-04-16,78.2
34.1,-75.5,25.708,blended,2026-04-16,78.27
34.1,-75.45,25.573,blended,2026-04-16,78.03
34.1,-75.4,25.307,blended,2026-04-16,77.55
34.1,-75.3,24.65,blended,2026-04-16,76.37
34.1,-75.25,24.683,blended,2026-04-16,76.43
34.1,-75.2,24.774,blended,2026-04-16,76.59
34.1,-75.15,24.859,blended,2026-04-16,76.75
34.1,-75.05,24.835,blended,2026-04-16,76.7
34.1,-75.0,24.798,blended,2026-04-16,76.64
34.1,-74.95,24.761,blended,2026-04-16,76.57
34.1,-74.9,24.591,blended,2026-04-16,76.26
34.1,-74.8,24.283,blended,2026-04-16,75.71
34.1,-74.75,24.284,blended,2026-04-16,75.71
34.1,-74.7,24.149,blended,2026-04-16,75.47
34.1,-74.65,23.869,blended,2026-04-16,74.96
34.1,-74.55,23.099,blended,2026-04-16,73.58
34.1,-74.5,22.54,blended,2026-04-16,72.57
34.1,-74.45,21.996,blended,2026-04-16,71.59
34.1,-74.4,21.707,blended,2026-04-16,71.07
34.1,-74.3,21.358,blended,2026-04-16,70.44
34.1,-74.25,21.125,blended,2026-04-16,70.03
34.1,-74.2,20.96,blended,2026-04-16,69.73
34.1,-74.15,20.353,blended,2026-04-16,68.64
34.1,-74.05,20.36,blended,2026-04-16,68.65
34.1,-74.0,20.33,blended,2026-04-16,68.59
34.1,-73.95,20.268,blended,2026-04-16,68.48
34.1,-73.9,20.152,blended,2026-04-16,68.27
34.1,-73.8,20.045,blended,2026-04-16,68.08
34.1,-73.75,20.05,blended,2026-04-16,68.09
34.1,-73.7,20.072,blended,2026-04-16,68.13
34.1,-73.65,20.055,blended,2026-04-16,68.1
34.1,-73.55,20.39,blended,2026-04-16,68.7
34.1,-73.5,20.535,blended,2026-04-16,68.96
34.1,-73.45,20.537,blended,2026-04-16,68.97
34.1,-73.4,20.502,blended,2026-04-16,68.9
34.1,-73.3,20.465,blended,2026-04-16,68.84
34.1,-73.25,20.475,blended,2026-04-16,68.86
34.1,-73.2,20.49,blended,2026-04-16,68.88
