lat,lon,sst_c,source,date,sst_f
33.71,-78.85,19.31,GOES19,2026-04-17,66.76
33.71,-78.83,19.26,GOES19,2026-04-17,66.67
33.71,-78.81,19.23,GOES19,2026-04-17,66.61
33.71,-78.79,19.07,GOES19,2026-04-17,66.33
33.71,-78.77,18.92,GOES19,2026-04-17,66.06
33.71,-78.75,18.84,GOES19,2026-04-17,65.91
33.71,-78.73,18.67,GOES19,2026-04-17,65.61
33.71,-78.71,18.61,GOES19,2026-04-17,65.5
33.71,-78.69,18.57,GOES19,2026-04-17,65.43
33.71,-78.67,18.54,GOES19,2026-04-17,65.37
33.71,-78.65,18.54,GOES19,2026-04-17,65.37
33.71,-78.63,18.55,GOES19,2026-04-17,65.39
33.71,-78.61,18.58,GOES19,2026-04-17,65.44
33.71,-78.59,18.64,GOES19,2026-04-17,65.55
33.71,-78.57,18.69,GOES19,2026-04-17,65.64
33.71,-78.55,18.73,GOES19,2026-04-17,65.71
33.71,-78.53,18.77,GOES19,2026-04-17,65.79
33.71,-78.51,18.82,GOES19,2026-04-17,65.88
33.71,-78.49,18.86,GOES19,2026-04-17,65.95
33.71,-78.47,18.9,GOES19,2026-04-17,66.02
33.71,-78.45,18.94,GOES19,2026-04-17,66.09
33.71,-78.43,18.98,GOES19,2026-04-17,66.16
33.71,-78.41,19.01,GOES19,2026-04-17,66.22
33.71,-78.39,19.02,GOES19,2026-04-17,66.24
33.71,-78.37,19.05,GOES19,2026-04-17,66.29
33.71,-78.35,19.07,GOES19,2026-04-17,66.33
33.71,-78.33,19.09,GOES19,2026-04-17,66.36
33.71,-78.31,19.11,GOES19,2026-04-17,66.4
33.71,-78.29,19.15,GOES19,2026-04-17,66.47
33.71,-78.27,19.2,GOES19,2026-04-17,66.56
33.71,-78.25,19.23,GOES19,2026-04-17,66.61
33.71,-78.23,19.26,GOES19,2026-04-17,66.67
33.71,-78.21,19.29,GOES19,2026-04-17,66.72
33.71,-78.19,19.29,GOES19,2026-04-17,66.72
33.71,-78.17,19.33,GOES19,2026-04-17,66.79
33.71,-78.15,19.38,GOES19,2026-04-17,66.88
