lat,lon,sst_c,source,date,sst_f
33.725,-78.825,18.51,VIIRS,2026-04-15,65.32
33.725,-78.775,18.59,VIIRS,2026-04-15,65.46
33.725,-78.725,18.68,VIIRS,2026-04-15,65.62
33.725,-78.675,18.74,VIIRS,2026-04-15,65.73
33.725,-78.625,18.79,VIIRS,2026-04-15,65.82
33.725,-78.575,18.77,VIIRS,2026-04-15,65.79
33.725,-78.525,18.74,VIIRS,2026-04-15,65.73
33.725,-78.475,18.73,VIIRS,2026-04-15,65.71
33.725,-78.425,18.73,VIIRS,2026-04-15,65.71
33.725,-78.375,18.74,VIIRS,2026-04-15,65.73
33.725,-78.325,18.76,VIIRS,2026-04-15,65.77
33.725,-78.275,18.76,VIIRS,2026-04-15,65.77
33.725,-78.225,18.75,VIIRS,2026-04-15,65.75
33.725,-78.175,18.75,VIIRS,2026-04-15,65.75
33.725,-78.125,18.76,VIIRS,2026-04-15,65.77
33.725,-78.075,18.78,VIIRS,2026-04-15,65.8
33.725,-78.025,18.77,VIIRS,2026-04-15,65.79
33.725,-77.975,18.75,VIIRS,2026-04-15,65.75
33.725,-77.925,18.77,VIIRS,2026-04-15,65.79
33.725,-77.875,18.86,VIIRS,2026-04-15,65.95
33.725,-77.825,19.06,VIIRS,2026-04-15,66.31
33.725,-77.775,19.35,VIIRS,2026-04-15,66.83
33.725,-77.725,19.66,VIIRS,2026-04-15,67.39
33.725,-77.675,19.98,VIIRS,2026-04-15,67.96
33.725,-77.625,20.33,VIIRS,2026-04-15,68.59
33.725,-77.575,20.78,VIIRS,2026-04-15,69.4
33.725,-77.525,21.31,VIIRS,2026-04-15,70.36
33.725,-77.475,21.96,VIIRS,2026-04-15,71.53
33.725,-77.425,22.6,VIIRS,2026-04-15,72.68
33.725,-77.375,23.16,VIIRS,2026-04-15,73.69
33.725,-77.325,23.63,VIIRS,2026-04-15,74.53
33.725,-77.275,23.94,VIIRS,2026-04-15,75.09
33.725,-77.225,24.16,VIIRS,2026-04-15,75.49
33.725,-77.175,24.29,VIIRS,2026-04-15,75.72
33.725,-77.125,24.39,VIIRS,2026-04-15,75.9
33.725,-77.075,24.48,VIIRS,2026-04-15,76.06
33.725,-77.025,24.55,VIIRS,2026-04-15,76.19
33.725,-76.975,24.6,VIIRS,2026-04-15,76.28
33.725,-76.925,24.63,VIIRS,2026-04-15,76.33
33.725,-76.875,24.66,VIIRS,2026-04-15,76.39
33.725,-76.825,24.7,VIIRS,2026-04-15,76.46
33.725,-76.775,24.73,VIIRS,2026-04-15,76.51
