lat,lon,u,v,speed_ms,dir_deg,source,date
26.0,-81.91666,0.00232,0.02951,0.0296,4.5,CMEMS,2026-08-03
26.0,-81.83333,-0.00063,0.02409,0.0241,358.5,CMEMS,2026-08-03
26.0,-81.75,0.00416,0.02027,0.0207,11.6,CMEMS,2026-08-03
26.0,-80.08333,0.09221,0.53254,0.5405,9.8,CMEMS,2026-08-03
26.0,-80.0,0.11007,1.03641,1.0422,6.1,CMEMS,2026-08-03
26.0,-79.91666,0.10991,1.28926,1.2939,4.9,CMEMS,2026-08-03
26.0,-79.83333,0.09202,1.40735,1.4104,3.7,CMEMS,2026-08-03
26.0,-79.75,0.0851,1.4218,1.4243,3.4,CMEMS,2026-08-03
26.0,-79.66666,0.08825,1.36456,1.3674,3.7,CMEMS,2026-08-03
26.0,-79.58333,0.09148,1.24088,1.2443,4.2,CMEMS,2026-08-03
26.0,-79.5,0.10163,1.0532,1.0581,5.5,CMEMS,2026-08-03
26.0,-79.41666,0.11633,0.83606,0.8441,7.9,CMEMS,2026-08-03
26.0,-79.33333,0.12371,0.59389,0.6066,11.8,CMEMS,2026-08-03
26.0,-79.25,0.10016,0.17652,0.203,29.6,CMEMS,2026-08-03
26.0,-79.16666,0.06719,0.01037,0.068,81.2,CMEMS,2026-08-03
26.0,-79.0,0.04636,0.03606,0.0587,52.1,CMEMS,2026-08-03
26.0,-78.91666,0.0606,0.02719,0.0664,65.8,CMEMS,2026-08-03
26.0,-78.83333,0.12328,-0.02027,0.1249,99.3,CMEMS,2026-08-03
26.0,-78.75,0.20985,-0.06431,0.2195,107.0,CMEMS,2026-08-03
26.0,-78.66666,0.29612,-0.08443,0.3079,105.9,CMEMS,2026-08-03
26.0,-78.58333,0.35231,-0.09441,0.3647,105.0,CMEMS,2026-08-03
26.0,-78.5,0.37345,-0.06403,0.3789,99.7,CMEMS,2026-08-03
26.0,-78.41666,0.37167,-0.00506,0.3717,90.8,CMEMS,2026-08-03
