lat,lon,u,v,speed_ms,dir_deg,source,date
26.0,-81.91666,-0.00251,-0.03167,0.0318,184.5,CMEMS,2026-09-14
26.0,-81.83333,0.00781,-0.02824,0.0293,164.5,CMEMS,2026-09-14
26.0,-81.75,0.01323,-0.02337,0.0269,150.5,CMEMS,2026-09-14
26.0,-80.08333,-0.01742,0.28176,0.2823,356.5,CMEMS,2026-09-14
26.0,-80.0,0.02276,0.89964,0.8999,1.4,CMEMS,2026-09-14
26.0,-79.91666,0.04024,1.27412,1.2748,1.8,CMEMS,2026-09-14
26.0,-79.83333,0.00362,1.45966,1.4597,0.1,CMEMS,2026-09-14
26.0,-79.75,-0.00401,1.46595,1.466,359.8,CMEMS,2026-09-14
26.0,-79.66666,0.02537,1.3792,1.3794,1.1,CMEMS,2026-09-14
26.0,-79.58333,0.04143,1.223,1.2237,1.9,CMEMS,2026-09-14
26.0,-79.5,0.0535,0.98781,0.9893,3.1,CMEMS,2026-09-14
26.0,-79.41666,0.04398,0.72071,0.722,3.5,CMEMS,2026-09-14
26.0,-79.33333,0.04106,0.40285,0.4049,5.8,CMEMS,2026-09-14
26.0,-79.25,0.01333,0.01769,0.0222,37.0,CMEMS,2026-09-14
26.0,-79.16666,-0.05577,0.03527,0.066,302.3,CMEMS,2026-09-14
26.0,-79.0,-0.06159,0.03766,0.0722,301.4,CMEMS,2026-09-14
26.0,-78.91666,-0.0104,-0.00835,0.0133,231.3,CMEMS,2026-09-14
26.0,-78.83333,0.09702,-0.12985,0.1621,143.2,CMEMS,2026-09-14
26.0,-78.75,0.19636,-0.18799,0.2718,133.8,CMEMS,2026-09-14
26.0,-78.66666,0.27056,-0.18246,0.3263,124.0,CMEMS,2026-09-14
26.0,-78.58333,0.31027,-0.1637,0.3508,117.8,CMEMS,2026-09-14
26.0,-78.5,0.32132,-0.10561,0.3382,108.2,CMEMS,2026-09-14
26.0,-78.41666,0.32767,-0.03272,0.3293,95.7,CMEMS,2026-09-14
26.0,-78.33333,0.32581,0.05454,0.3303,80.5,CMEMS,2026-09-14
26.0,-78.25,0.30898,0.1449,0.3413,64.9,CMEMS,2026-09-14
26.0,-78.16666,0.26944,0.18576,0.3273,55.4,CMEMS,2026-09-14
26.0,-78.08333,0.20802,0.17328,0.2707,50.2,CMEMS,2026-09-14
26.0,-78.0,0.13893,0.10399,0.1735,53.2,CMEMS,2026-09-14
26.0,-77.91666,0.07978,0.00688,0.0801,85.1,CMEMS,2026-09-14
26.0,-77.83333,0.07747,-0.02259,0.0807,106.3,CMEMS,2026-09-14
26.0,-77.75,0.13871,-0.11426,0.1797,129.5,CMEMS,2026-09-14
26.0,-77.66666,0.18524,-0.24832,0.3098,143.3,CMEMS,2026-09-14
26.0,-77.58333,0.14862,-0.22295,0.2679,146.3,CMEMS,2026-09-14
26.0,-77.5,0.08089,-0.08405,0.1167,136.1,CMEMS,2026-09-14
26.0,-77.41666,0.037,0.01171,0.0388,72.4,CMEMS,2026-09-14
26.0,-77.16666,-0.14753,-0.27093,0.3085,208.6,CMEMS,2026-09-14
26.0,-77.08333,-0.14913,-0.276,0.3137,208.4,CMEMS,2026-09-14
26.0,-77.0,-0.13621,-0.19766,0.24,214.6,CMEMS,2026-09-14
26.0,-76.91666,-0.10207,-0.09497,0.1394,227.1,CMEMS,2026-09-14
26.0,-76.83333,-0.08673,-0.03788,0.0946,246.4,CMEMS,2026-09-14
26.0,-76.75,-0.08784,-0.02712,0.0919,252.8,CMEMS,2026-09-14
26.0,-76.66666,-0.10465,-0.00847,0.105,265.4,CMEMS,2026-09-14
26.0,-76.58333,-0.14285,0.02143,0.1445,278.5,CMEMS,2026-09-14
26.0,-76.5,-0.19744,0.07633,0.2117,291.1,CMEMS,2026-09-14
26.0,-76.41666,-0.24601,0.13046,0.2785,297.9,CMEMS,2026-09-14
26.0,-76.33333,-0.27021,0.15988,0.314,300.6,CMEMS,2026-09-14
26.0,-76.25,-0.27152,0.15682,0.3136,300.0,CMEMS,2026-09-14
26.0,-76.16666,-0.26405,0.12639,0.2927,295.6,CMEMS,2026-09-14
26.08334,-81.91666,-0.00264,-0.033,0.0331,184.6,CMEMS,2026-09-14
26.08334,-81.83333,0.00312,-0.03066,0.0308,174.2,CMEMS,2026-09-14
26.08334,-80.08333,-0.03704,0.23023,0.2332,350.9,CMEMS,2026-09-14
26.08334,-80.0,-0.03238,0.84934,0.85,357.8,CMEMS,2026-09-14
26.08334,-79.91666,-0.01512,1.23986,1.24,359.3,CMEMS,2026-09-14
26.08334,-79.83333,-0.01672,1.44183,1.4419,359.3,CMEMS,2026-09-14
26.08334,-79.75,-0.01993,1.46551,1.4656,359.2,CMEMS,2026-09-14
