lat,lon,u,v,speed_ms,dir_deg,source,date
26.0,-81.91666,-0.00907,-0.03518,0.0363,194.5,CMEMS,2026-07-24
26.0,-81.83333,0.00514,-0.0371,0.0375,172.1,CMEMS,2026-07-24
26.0,-81.75,0.01731,-0.03984,0.0434,156.5,CMEMS,2026-07-24
26.0,-80.08333,0.03193,0.61399,0.6148,3.0,CMEMS,2026-07-24
26.0,-80.0,0.04397,1.16816,1.169,2.2,CMEMS,2026-07-24
26.0,-79.91666,0.0209,1.42547,1.4256,0.8,CMEMS,2026-07-24
26.0,-79.83333,-0.01538,1.4833,1.4834,359.4,CMEMS,2026-07-24
26.0,-79.75,-0.0138,1.43174,1.4318,359.4,CMEMS,2026-07-24
26.0,-79.66666,-0.00265,1.31845,1.3185,359.9,CMEMS,2026-07-24
26.0,-79.58333,0.00239,1.14639,1.1464,0.1,CMEMS,2026-07-24
26.0,-79.5,0.0017,0.92312,0.9231,0.1,CMEMS,2026-07-24
26.0,-79.41666,-0.00763,0.67978,0.6798,359.4,CMEMS,2026-07-24
26.0,-79.33333,-0.00486,0.42955,0.4296,359.4,CMEMS,2026-07-24
26.0,-79.25,-0.01809,0.10661,0.1081,350.4,CMEMS,2026-07-24
26.0,-79.16666,-0.04887,0.05091,0.0706,316.2,CMEMS,2026-07-24
26.0,-79.0,-0.04393,0.06049,0.0748,324.0,CMEMS,2026-07-24
26.0,-78.91666,-0.00489,0.03445,0.0348,351.9,CMEMS,2026-07-24
26.0,-78.83333,0.09613,-0.06226,0.1145,122.9,CMEMS,2026-07-24
26.0,-78.75,0.17988,-0.09142,0.2018,116.9,CMEMS,2026-07-24
26.0,-78.66666,0.22769,-0.04839,0.2328,102.0,CMEMS,2026-07-24
26.0,-78.58333,0.26247,-0.00315,0.2625,90.7,CMEMS,2026-07-24
26.0,-78.5,0.28551,0.05008,0.2899,80.1,CMEMS,2026-07-24
26.0,-78.41666,0.29043,0.10912,0.3103,69.4,CMEMS,2026-07-24
26.0,-78.33333,0.26845,0.18311,0.325,55.7,CMEMS,2026-07-24
26.0,-78.25,0.22009,0.23133,0.3193,43.6,CMEMS,2026-07-24
26.0,-78.16666,0.15458,0.22275,0.2711,34.8,CMEMS,2026-07-24
26.0,-78.08333,0.09449,0.1835,0.2064,27.2,CMEMS,2026-07-24
26.0,-78.0,0.05739,0.13361,0.1454,23.2,CMEMS,2026-07-24
26.0,-77.91666,0.04872,0.05573,0.074,41.2,CMEMS,2026-07-24
26.0,-77.83333,0.05887,0.01015,0.0597,80.2,CMEMS,2026-07-24
26.0,-77.75,0.06982,-0.0198,0.0726,105.8,CMEMS,2026-07-24
26.0,-77.66666,0.08328,-0.1075,0.136,142.2,CMEMS,2026-07-24
26.0,-77.58333,0.07684,-0.11599,0.1391,146.5,CMEMS,2026-07-24
26.0,-77.5,0.04472,-0.01689,0.0478,110.7,CMEMS,2026-07-24
26.0,-77.41666,0.01915,0.06837,0.071,15.6,CMEMS,2026-07-24
26.0,-77.16666,-0.11391,-0.13371,0.1756,220.4,CMEMS,2026-07-24
26.0,-77.08333,-0.11426,-0.15474,0.1924,216.4,CMEMS,2026-07-24
26.0,-77.0,-0.10973,-0.12126,0.1635,222.1,CMEMS,2026-07-24
26.0,-76.91666,-0.12214,-0.06251,0.1372,242.9,CMEMS,2026-07-24
26.0,-76.83333,-0.13995,-0.02026,0.1414,261.8,CMEMS,2026-07-24
26.0,-76.75,-0.13912,-0.00741,0.1393,266.9,CMEMS,2026-07-24
26.0,-76.66666,-0.11176,-0.00139,0.1118,269.3,CMEMS,2026-07-24
26.0,-76.58333,-0.06594,0.00069,0.0659,270.6,CMEMS,2026-07-24
26.0,-76.5,-0.01568,-0.00192,0.0158,263.0,CMEMS,2026-07-24
26.0,-76.41666,0.02398,-0.00377,0.0243,98.9,CMEMS,2026-07-24
26.0,-76.33333,0.04462,-0.00688,0.0452,98.8,CMEMS,2026-07-24
26.0,-76.25,0.05184,-0.02917,0.0595,119.4,CMEMS,2026-07-24
26.0,-76.16666,0.05883,-0.08189,0.1008,144.3,CMEMS,2026-07-24
26.08334,-81.91666,-0.01852,-0.03763,0.0419,206.2,CMEMS,2026-07-24
26.08334,-81.83333,-0.00866,-0.04701,0.0478,190.4,CMEMS,2026-07-24
26.08334,-80.08333,0.00805,0.58945,0.5895,0.8,CMEMS,2026-07-24
26.08334,-80.0,0.02084,1.13154,1.1317,1.1,CMEMS,2026-07-24
26.08334,-79.91666,0.01103,1.42097,1.421,0.4,CMEMS,2026-07-24
26.08334,-79.83333,-0.01177,1.49231,1.4924,359.5,CMEMS,2026-07-24
26.08334,-79.75,-0.00519,1.43988,1.4399,359.8,CMEMS,2026-07-24
26.08334,-79.66666,0.00412,1.32422,1.3242,0.2,CMEMS,2026-07-24
26.08334,-79.58333,0.00655,1.1463,1.1463,0.3,CMEMS,2026-07-24
26.08334,-79.5,0.00446,0.91644,0.9165,0.3,CMEMS,2026-07-24
26.08334,-79.41666,0.00537,0.67181,0.6718,0.5,CMEMS,2026-07-24
26.08334,-79.33333,0.00138,0.42736,0.4274,0.2,CMEMS,2026-07-24
26.08334,-79.25,0.01462,0.13258,0.1334,6.3,CMEMS,2026-07-24
26.08334,-79.16666,-0.00772,0.0432,0.0439,349.9,CMEMS,2026-07-24
26.08334,-79.08333,-0.05951,0.03814,0.0707,302.7,CMEMS,2026-07-24
26.08334,-79.0,0.00564,0.02893,0.0295,11.0,CMEMS,2026-07-24
26.08334,-78.91666,0.14178,-0.06107,0.1544,113.3,CMEMS,2026-07-24
26.08334,-78.83333,0.23307,-0.0987,0.2531,113.0,CMEMS,2026-07-24
26.08334,-78.75,0.2654,-0.11711,0.2901,113.8,CMEMS,2026-07-24
26.08334,-78.66666,0.26291,-0.09984,0.2812,110.8,CMEMS,2026-07-24
26.08334,-78.58333,0.25648,-0.05532,0.2624,102.2,CMEMS,2026-07-24
26.08334,-78.5,0.25737,0.01726,0.258,86.2,CMEMS,2026-07-24
26.08334,-78.41666,0.2644,0.10345,0.2839,68.6,CMEMS,2026-07-24
26.08334,-78.33333,0.27392,0.18233,0.3291,56.4,CMEMS,2026-07-24
26.08334,-78.25,0.27728,0.23704,0.3648,49.5,CMEMS,2026-07-24
26.08334,-78.16666,0.26543,0.24768,0.363,47.0,CMEMS,2026-07-24
26.08334,-78.08333,0.23842,0.2057,0.3149,49.2,CMEMS,2026-07-24
26.08334,-78.0,0.20257,0.1445,0.2488,54.5,CMEMS,2026-07-24
26.08334,-77.91666,0.17205,0.06157,0.1827,70.3,CMEMS,2026-07-24
26.08334,-77.83333,0.13747,0.00595,0.1376,87.5,CMEMS,2026-07-24
26.08334,-77.75,0.09504,-0.02898,0.0994,107.0,CMEMS,2026-07-24
26.08334,-77.66666,0.07317,-0.10892,0.1312,146.1,CMEMS,2026-07-24
26.08334,-77.58333,0.0316,-0.05775,0.0658,151.3,CMEMS,2026-07-24
26.08334,-77.5,-0.00164,0.03914,0.0392,357.6,CMEMS,2026-07-24
26.08334,-77.41666,-0.00276,0.08332,0.0834,358.1,CMEMS,2026-07-24
26.08334,-77.33333,-0.03173,0.05922,0.0672,331.8,CMEMS,2026-07-24
26.08334,-77.08333,-0.10627,-0.1118,0.1542,223.5,CMEMS,2026-07-24
26.08334,-77.0,-0.11605,-0.1119,0.1612,226.0,CMEMS,2026-07-24
26.08334,-76.91666,-0.13385,-0.06802,0.1501,243.1,CMEMS,2026-07-24
26.08334,-76.83333,-0.14032,-0.02775,0.143,258.8,CMEMS,2026-07-24
26.08334,-76.75,-0.11116,-0.0404,0.1183,250.0,CMEMS,2026-07-24
26.08334,-76.66666,-0.04631,-0.06059,0.0763,217.4,CMEMS,2026-07-24
26.08334,-76.58333,0.02619,-0.06293,0.0682,157.4,CMEMS,2026-07-24
26.08334,-76.5,0.08652,-0.05366,0.1018,121.8,CMEMS,2026-07-24
26.08334,-76.41666,0.12094,-0.03465,0.1258,106.0,CMEMS,2026-07-24
26.08334,-76.33333,0.12851,-0.01991,0.13,98.8,CMEMS,2026-07-24
26.08334,-76.25,0.11969,-0.03191,0.1239,104.9,CMEMS,2026-07-24
26.08334,-76.16666,0.10763,-0.07812,0.133,126.0,CMEMS,2026-07-24
26.16667,-81.91666,-0.01839,-0.03694,0.0413,206.5,CMEMS,2026-07-24
26.16667,-81.83333,-0.01569,-0.03819,0.0413,202.3,CMEMS,2026-07-24
26.16667,-80.08333,-2e-05,0.60651,0.6065,360.0,CMEMS,2026-07-24
26.16667,-80.0,-0.0028,1.12743,1.1274,359.9,CMEMS,2026-07-24
26.16667,-79.91666,-0.0038,1.42696,1.427,359.8,CMEMS,2026-07-24
26.16667,-79.83333,-0.00572,1.51068,1.5107,359.8,CMEMS,2026-07-24
26.16667,-79.75,0.00214,1.45569,1.4557,0.1,CMEMS,2026-07-24
26.16667,-79.66666,0.00925,1.3339,1.3339,0.4,CMEMS,2026-07-24
26.16667,-79.58333,0.0075,1.14985,1.1499,0.4,CMEMS,2026-07-24
26.16667,-79.5,0.00584,0.91564,0.9157,0.4,CMEMS,2026-07-24
26.16667,-79.41666,0.00794,0.66648,0.6665,0.7,CMEMS,2026-07-24
26.16667,-79.33333,0.02006,0.41071,0.4112,2.8,CMEMS,2026-07-24
26.16667,-79.25,-0.00358,0.14978,0.1498,358.6,CMEMS,2026-07-24
26.16667,-79.16666,-0.07744,0.12357,0.1458,327.9,CMEMS,2026-07-24
26.16667,-79.08333,-0.0616,0.04896,0.0787,308.5,CMEMS,2026-07-24
26.16667,-79.0,0.06995,-0.12428,0.1426,150.6,CMEMS,2026-07-24
26.16667,-78.91666,0.17437,-0.20077,0.2659,139.0,CMEMS,2026-07-24
26.16667,-78.83333,0.18702,-0.16663,0.2505,131.7,CMEMS,2026-07-24
26.16667,-78.75,0.14677,-0.11015,0.1835,126.9,CMEMS,2026-07-24
26.16667,-78.66666,0.1217,-0.08291,0.1473,124.3,CMEMS,2026-07-24
26.16667,-78.58333,0.12339,-0.05254,0.1341,113.1,CMEMS,2026-07-24
26.16667,-78.5,0.12574,0.01013,0.1261,85.4,CMEMS,2026-07-24
26.16667,-78.41666,0.12642,0.09311,0.157,53.6,CMEMS,2026-07-24
26.16667,-78.33333,0.13674,0.17159,0.2194,38.6,CMEMS,2026-07-24
26.16667,-78.25,0.15724,0.22399,0.2737,35.1,CMEMS,2026-07-24
26.16667,-78.16666,0.17427,0.24342,0.2994,35.6,CMEMS,2026-07-24
26.16667,-78.08333,0.17823,0.2165,0.2804,39.5,CMEMS,2026-07-24
26.16667,-78.0,0.1687,0.16118,0.2333,46.3,CMEMS,2026-07-24
26.16667,-77.91666,0.14259,0.10524,0.1772,53.6,CMEMS,2026-07-24
26.16667,-77.83333,0.09475,0.05621,0.1102,59.3,CMEMS,2026-07-24
26.16667,-77.75,0.06707,-0.01146,0.068,99.7,CMEMS,2026-07-24
26.16667,-77.66666,0.0221,-0.06122,0.0651,160.2,CMEMS,2026-07-24
26.16667,-77.58333,-0.02694,0.04384,0.0515,328.4,CMEMS,2026-07-24
26.16667,-77.5,-0.02721,-0.00652,0.028,256.5,CMEMS,2026-07-24
26.16667,-77.41666,-0.02134,0.04706,0.0517,335.6,CMEMS,2026-07-24
26.16667,-77.33333,-0.03535,0.0367,0.051,316.1,CMEMS,2026-07-24
26.16667,-77.08333,-0.06882,-0.02896,0.0747,247.2,CMEMS,2026-07-24
26.16667,-77.0,-0.09421,-0.06186,0.1127,236.7,CMEMS,2026-07-24
26.16667,-76.91666,-0.11402,-0.07378,0.1358,237.1,CMEMS,2026-07-24
26.16667,-76.83333,-0.08466,-0.06278,0.1054,233.4,CMEMS,2026-07-24
26.16667,-76.75,-0.01128,-0.1035,0.1041,186.2,CMEMS,2026-07-24
26.16667,-76.66666,0.08936,-0.13506,0.162,146.5,CMEMS,2026-07-24
26.16667,-76.58333,0.1799,-0.12942,0.2216,125.7,CMEMS,2026-07-24
26.16667,-76.5,0.24058,-0.09592,0.259,111.7,CMEMS,2026-07-24
26.16667,-76.41666,0.26153,-0.04994,0.2663,100.8,CMEMS,2026-07-24
26.16667,-76.33333,0.24591,-0.01398,0.2463,93.3,CMEMS,2026-07-24
26.16667,-76.25,0.20807,-0.01057,0.2083,92.9,CMEMS,2026-07-24
26.16667,-76.16666,0.16264,-0.04478,0.1687,105.4,CMEMS,2026-07-24
26.25,-81.91666,-0.01454,-0.02515,0.0291,210.0,CMEMS,2026-07-24
26.25,-81.83333,-0.01575,-0.02821,0.0323,209.2,CMEMS,2026-07-24
26.25,-80.08333,0.03103,0.64324,0.644,2.8,CMEMS,2026-07-24
26.25,-80.0,-0.00269,1.15105,1.1511,359.9,CMEMS,2026-07-24
26.25,-79.91666,-0.01252,1.4567,1.4568,359.5,CMEMS,2026-07-24
26.25,-79.83333,0.00938,1.53126,1.5313,0.4,CMEMS,2026-07-24
26.25,-79.75,0.01437,1.47688,1.477,0.6,CMEMS,2026-07-24
26.25,-79.66666,0.01464,1.35114,1.3512,0.6,CMEMS,2026-07-24
26.25,-79.58333,0.00835,1.16278,1.1628,0.4,CMEMS,2026-07-24
26.25,-79.5,0.00494,0.92389,0.9239,0.3,CMEMS,2026-07-24
26.25,-79.41666,0.00088,0.66854,0.6685,0.1,CMEMS,2026-07-24
26.25,-79.33333,0.01547,0.39789,0.3982,2.2,CMEMS,2026-07-24
26.25,-79.25,-0.02954,0.22642,0.2283,352.6,CMEMS,2026-07-24
26.25,-79.16666,-0.09037,0.19781,0.2175,335.4,CMEMS,2026-07-24
26.25,-79.08333,-0.01056,-0.01192,0.0159,221.5,CMEMS,2026-07-24
26.25,-79.0,0.09386,-0.24086,0.2585,158.7,CMEMS,2026-07-24
26.25,-78.91666,0.10126,-0.22454,0.2463,155.7,CMEMS,2026-07-24
26.25,-78.83333,0.04178,-0.11199,0.1195,159.5,CMEMS,2026-07-24
26.25,-78.75,-0.00272,-0.06596,0.066,182.4,CMEMS,2026-07-24
26.25,-78.66666,-0.00774,-0.06612,0.0666,186.7,CMEMS,2026-07-24
26.25,-78.58333,-0.02961,-0.04541,0.0542,213.1,CMEMS,2026-07-24
26.25,-78.5,-0.05972,0.01444,0.0614,283.6,CMEMS,2026-07-24
26.25,-78.41666,-0.06513,0.08943,0.1106,323.9,CMEMS,2026-07-24
26.25,-78.33333,-0.05004,0.15782,0.1656,342.4,CMEMS,2026-07-24
26.25,-78.25,-0.02482,0.20875,0.2102,353.2,CMEMS,2026-07-24
26.25,-78.16666,0.00182,0.23605,0.2361,0.4,CMEMS,2026-07-24
26.25,-78.08333,0.02333,0.2283,0.2295,5.8,CMEMS,2026-07-24
26.25,-78.0,0.03096,0.18796,0.1905,9.4,CMEMS,2026-07-24
26.25,-77.91666,0.03056,0.12239,0.1262,14.0,CMEMS,2026-07-24
26.25,-77.83333,0.03461,0.05882,0.0682,30.5,CMEMS,2026-07-24
26.25,-77.75,0.05536,0.00773,0.0559,82.1,CMEMS,2026-07-24
26.25,-77.66666,0.04429,0.03802,0.0584,49.4,CMEMS,2026-07-24
