lat,lon,u,v,speed_ms,dir_deg,source,date
33.75,-78.83333,-0.0055,0.01494,0.0159,339.8,CMEMS,2026-08-20
33.75,-78.75,-0.01212,0.01539,0.0196,321.8,CMEMS,2026-08-20
33.75,-78.66666,-0.01525,0.02005,0.0252,322.7,CMEMS,2026-08-20
33.75,-78.58333,-0.01988,0.02867,0.0349,325.3,CMEMS,2026-08-20
33.75,-78.5,-0.01803,0.03377,0.0383,331.9,CMEMS,2026-08-20
33.75,-78.41666,-0.01677,0.04701,0.0499,340.4,CMEMS,2026-08-20
33.75,-78.33333,-0.00888,0.05234,0.0531,350.4,CMEMS,2026-08-20
33.75,-78.25,-0.01455,0.06168,0.0634,346.7,CMEMS,2026-08-20
33.75,-78.16666,-0.0224,0.07718,0.0804,343.8,CMEMS,2026-08-20
33.75,-78.08333,-0.02341,0.09214,0.0951,345.7,CMEMS,2026-08-20
33.75,-78.0,0.02134,0.07305,0.0761,16.3,CMEMS,2026-08-20
33.75,-77.91666,0.03896,0.04711,0.0611,39.6,CMEMS,2026-08-20
33.75,-77.83333,0.01587,0.06692,0.0688,13.3,CMEMS,2026-08-20
33.75,-77.75,0.02483,0.07575,0.0797,18.2,CMEMS,2026-08-20
33.75,-77.66666,0.02602,0.03956,0.0473,33.3,CMEMS,2026-08-20
33.75,-77.58333,0.03497,0.02922,0.0456,50.1,CMEMS,2026-08-20
33.75,-77.5,0.04061,0.03393,0.0529,50.1,CMEMS,2026-08-20
33.75,-77.41666,0.04284,0.04429,0.0616,44.1,CMEMS,2026-08-20
33.75,-77.33333,0.04805,0.05739,0.0748,39.9,CMEMS,2026-08-20
33.75,-77.25,0.05293,0.07538,0.0921,35.1,CMEMS,2026-08-20
33.75,-77.16666,0.06209,0.09863,0.1165,32.2,CMEMS,2026-08-20
33.75,-77.08333,0.07493,0.12961,0.1497,30.0,CMEMS,2026-08-20
33.75,-77.0,0.09057,0.16063,0.1844,29.4,CMEMS,2026-08-20
33.75,-76.91666,0.11199,0.18732,0.2182,30.9,CMEMS,2026-08-20
33.75,-76.83333,0.16117,0.22966,0.2806,35.1,CMEMS,2026-08-20
33.75,-76.75,0.26452,0.31704,0.4129,39.8,CMEMS,2026-08-20
33.75,-76.66666,0.42841,0.45884,0.6277,43.0,CMEMS,2026-08-20
33.75,-76.58333,0.63274,0.63891,0.8992,44.7,CMEMS,2026-08-20
33.75,-76.5,0.83529,0.81606,1.1678,45.7,CMEMS,2026-08-20
33.75,-76.41666,1.00637,0.94956,1.3836,46.7,CMEMS,2026-08-20
33.75,-76.33333,1.13567,1.02393,1.5291,48.0,CMEMS,2026-08-20
33.75,-76.25,1.22135,1.03831,1.6031,49.6,CMEMS,2026-08-20
33.75,-76.16666,1.25145,1.00489,1.605,51.2,CMEMS,2026-08-20
33.75,-76.08333,1.23334,0.94066,1.5511,52.7,CMEMS,2026-08-20
33.75,-76.0,1.1944,0.86076,1.4722,54.2,CMEMS,2026-08-20
33.75,-75.91666,1.14072,0.78543,1.385,55.5,CMEMS,2026-08-20
33.75,-75.83333,1.05085,0.72908,1.279,55.2,CMEMS,2026-08-20
33.75,-75.75,0.93356,0.68547,1.1582,53.7,CMEMS,2026-08-20
33.75,-75.66666,0.82532,0.64637,1.0483,51.9,CMEMS,2026-08-20
33.75,-75.58333,0.74097,0.61662,0.964,50.2,CMEMS,2026-08-20
33.75,-75.5,0.67135,0.60193,0.9017,48.1,CMEMS,2026-08-20
33.75,-75.41666,0.60622,0.5943,0.8489,45.6,CMEMS,2026-08-20
33.75,-75.33333,0.54069,0.57586,0.7899,43.2,CMEMS,2026-08-20
33.75,-75.25,0.46672,0.53305,0.7085,41.2,CMEMS,2026-08-20
33.75,-75.16666,0.37715,0.45404,0.5903,39.7,CMEMS,2026-08-20
33.75,-75.08333,0.28702,0.31887,0.429,42.0,CMEMS,2026-08-20
33.75,-75.0,0.2125,0.115,0.2416,61.6,CMEMS,2026-08-20
33.75,-74.91666,0.14633,-0.13826,0.2013,133.4,CMEMS,2026-08-20
33.75,-74.83333,0.07685,-0.40752,0.4147,169.3,CMEMS,2026-08-20
33.75,-74.75,-0.00627,-0.66902,0.6691,180.5,CMEMS,2026-08-20
33.75,-74.66666,-0.0928,-0.8604,0.8654,186.2,CMEMS,2026-08-20
33.75,-74.58333,-0.11822,-0.81336,0.8219,188.3,CMEMS,2026-08-20
33.75,-74.5,-0.02311,-0.4703,0.4709,182.8,CMEMS,2026-08-20
33.75,-74.41666,0.02556,-0.19535,0.197,172.5,CMEMS,2026-08-20
