lat,lon,u,v,speed_ms,dir_deg,source,date
33.75,-78.83333,0.00464,0.00062,0.0047,82.4,CMEMS,2026-07-01
33.75,-78.75,0.00691,0.00207,0.0072,73.3,CMEMS,2026-07-01
33.75,-78.66666,-0.00374,0.00479,0.0061,322.0,CMEMS,2026-07-01
33.75,-78.58333,-0.0167,0.00826,0.0186,296.3,CMEMS,2026-07-01
33.75,-78.5,-0.02804,0.01406,0.0314,296.6,CMEMS,2026-07-01
33.75,-78.41666,-0.02433,0.01094,0.0267,294.2,CMEMS,2026-07-01
33.75,-78.33333,-0.02705,0.00678,0.0279,284.1,CMEMS,2026-07-01
33.75,-78.25,-0.03118,0.00195,0.0312,273.6,CMEMS,2026-07-01
33.75,-78.16666,-0.02907,-0.002,0.0291,266.1,CMEMS,2026-07-01
33.75,-78.08333,-0.01869,-0.00128,0.0187,266.1,CMEMS,2026-07-01
33.75,-78.0,0.00224,0.00136,0.0026,58.8,CMEMS,2026-07-01
33.75,-77.91666,0.01176,0.00566,0.0131,64.3,CMEMS,2026-07-01
33.75,-77.83333,0.00709,0.00855,0.0111,39.7,CMEMS,2026-07-01
33.75,-77.75,0.01049,-0.00771,0.013,126.3,CMEMS,2026-07-01
33.75,-77.66666,0.0113,-0.01983,0.0228,150.3,CMEMS,2026-07-01
33.75,-77.58333,0.00498,-0.00956,0.0108,152.5,CMEMS,2026-07-01
33.75,-77.5,-0.0067,0.00038,0.0067,273.3,CMEMS,2026-07-01
33.75,-77.41666,-0.01602,0.02242,0.0276,324.4,CMEMS,2026-07-01
33.75,-77.33333,-0.02263,0.03242,0.0395,325.1,CMEMS,2026-07-01
33.75,-77.25,-0.03478,0.04028,0.0532,319.2,CMEMS,2026-07-01
33.75,-77.16666,-0.03799,0.04839,0.0615,321.9,CMEMS,2026-07-01
33.75,-77.08333,-0.03592,0.05954,0.0695,328.9,CMEMS,2026-07-01
33.75,-77.0,-0.01939,0.08718,0.0893,347.5,CMEMS,2026-07-01
33.75,-76.91666,0.00695,0.12088,0.1211,3.3,CMEMS,2026-07-01
33.75,-76.83333,0.03678,0.15127,0.1557,13.7,CMEMS,2026-07-01
33.75,-76.75,0.07076,0.18453,0.1976,21.0,CMEMS,2026-07-01
33.75,-76.66666,0.10598,0.21789,0.2423,25.9,CMEMS,2026-07-01
33.75,-76.58333,0.14917,0.25896,0.2989,29.9,CMEMS,2026-07-01
