lat,lon,u,v,speed_ms,dir_deg,source,date
29.83334,-81.25,-0.00507,0.05999,0.0602,355.2,CMEMS,2026-08-20
29.83334,-81.16666,-0.00293,0.04814,0.0482,356.5,CMEMS,2026-08-20
29.83334,-81.08333,0.01408,0.04003,0.0424,19.4,CMEMS,2026-08-20
29.83334,-81.0,0.01884,0.00194,0.0189,84.1,CMEMS,2026-08-20
29.83334,-80.91666,0.00947,0.00755,0.0121,51.5,CMEMS,2026-08-20
29.83334,-80.83333,-0.00752,0.03203,0.0329,346.8,CMEMS,2026-08-20
29.83334,-80.75,-0.00521,0.02067,0.0213,345.9,CMEMS,2026-08-20
29.83334,-80.66666,0.02429,-0.0375,0.0447,147.1,CMEMS,2026-08-20
29.83334,-80.58333,0.03998,-0.07016,0.0807,150.3,CMEMS,2026-08-20
29.83334,-80.5,0.03543,-0.05654,0.0667,147.9,CMEMS,2026-08-20
29.83334,-80.41666,0.03204,0.01327,0.0347,67.5,CMEMS,2026-08-20
29.83334,-80.33333,0.03292,0.10011,0.1054,18.2,CMEMS,2026-08-20
29.83334,-80.25,0.04788,0.29976,0.3036,9.1,CMEMS,2026-08-20
29.83334,-80.16666,0.07834,0.8948,0.8982,5.0,CMEMS,2026-08-20
29.83334,-80.08333,0.10731,1.61027,1.6138,3.8,CMEMS,2026-08-20
29.83334,-80.0,0.13052,1.88283,1.8874,4.0,CMEMS,2026-08-20
29.83334,-79.91666,0.12809,1.84261,1.8471,4.0,CMEMS,2026-08-20
29.83334,-79.83333,0.11181,1.66,1.6638,3.9,CMEMS,2026-08-20
29.83334,-79.75,0.08398,1.43157,1.434,3.4,CMEMS,2026-08-20
29.83334,-79.66666,0.06259,1.15999,1.1617,3.1,CMEMS,2026-08-20
29.83334,-79.58333,0.05258,0.84624,0.8479,3.6,CMEMS,2026-08-20
29.83334,-79.5,0.03793,0.49074,0.4922,4.4,CMEMS,2026-08-20
29.83334,-79.41666,0.01331,0.13254,0.1332,5.7,CMEMS,2026-08-20
29.83334,-79.33333,-0.02878,-0.14932,0.1521,190.9,CMEMS,2026-08-20
29.83334,-79.25,-0.06864,-0.35871,0.3652,190.8,CMEMS,2026-08-20
29.83334,-79.16666,-0.08941,-0.48427,0.4925,190.5,CMEMS,2026-08-20
29.83334,-79.08333,-0.07903,-0.49883,0.505,189.0,CMEMS,2026-08-20
29.83334,-79.0,-0.04368,-0.41926,0.4215,185.9,CMEMS,2026-08-20
29.83334,-78.91666,-0.00719,-0.29718,0.2973,181.4,CMEMS,2026-08-20
29.83334,-78.83333,0.01896,-0.21274,0.2136,174.9,CMEMS,2026-08-20
29.83334,-78.75,0.04157,-0.11851,0.1256,160.7,CMEMS,2026-08-20
29.83334,-78.66666,0.06213,0.00388,0.0622,86.4,CMEMS,2026-08-20
29.83334,-78.58333,0.07106,0.10882,0.13,33.1,CMEMS,2026-08-20
29.83334,-78.5,0.0693,0.193,0.2051,19.8,CMEMS,2026-08-20
29.83334,-78.41666,0.06269,0.25301,0.2607,13.9,CMEMS,2026-08-20
