lat,lon,sst_c,source,date,sst_f
34.0,-77.5,20.0,blended,2026-04-14,68.0
34.0,-77.4,20.38,blended,2026-04-14,68.68
34.0,-77.35,19.994,blended,2026-04-14,67.99
34.0,-77.3,20.885,blended,2026-04-14,69.59
34.0,-77.25,20.539,blended,2026-04-14,68.97
34.0,-77.15,20.891,blended,2026-04-14,69.6
34.0,-77.1,21.54,blended,2026-04-14,70.77
34.0,-77.05,21.61,blended,2026-04-14,70.9
34.0,-77.0,21.68,blended,2026-04-14,71.02
34.0,-76.9,21.725,blended,2026-04-14,71.1
34.0,-76.85,21.957,blended,2026-04-14,71.52
34.0,-76.8,21.86,blended,2026-04-14,71.35
34.0,-76.75,21.915,blended,2026-04-14,71.45
34.0,-76.65,21.983,blended,2026-04-14,71.57
34.0,-76.6,22.76,blended,2026-04-14,72.97
34.0,-76.55,23.2,blended,2026-04-14,73.76
34.0,-76.5,23.775,blended,2026-04-14,74.8
34.0,-76.4,24.28,blended,2026-04-14,75.7
34.0,-76.35,23.595,blended,2026-04-14,74.47
34.0,-76.3,24.625,blended,2026-04-14,76.32
34.0,-76.25,24.122,blended,2026-04-14,75.42
34.0,-76.15,24.064,blended,2026-04-14,75.32
34.0,-76.1,24.98,blended,2026-04-14,76.96
34.0,-76.05,24.95,blended,2026-04-14,76.91
34.0,-76.0,24.86,blended,2026-04-14,76.75
34.0,-75.9,24.84,blended,2026-04-14,76.71
34.0,-75.85,25.095,blended,2026-04-14,77.17
34.0,-75.8,24.835,blended,2026-04-14,76.7
34.0,-75.75,24.868,blended,2026-04-14,76.76
34.0,-75.65,24.622,blended,2026-04-14,76.32
34.0,-75.6,24.72,blended,2026-04-14,76.5
34.0,-75.55,24.67,blended,2026-04-14,76.41
34.0,-75.5,24.585,blended,2026-04-14,76.25
34.0,-75.4,24.48,blended,2026-04-14,76.06
34.0,-75.35,24.627,blended,2026-04-14,76.33
34.0,-75.3,24.135,blended,2026-04-14,75.44
34.0,-75.25,24.039,blended,2026-04-14,75.27
34.0,-75.15,22.633,blended,2026-04-14,72.74
34.0,-75.1,22.64,blended,2026-04-14,72.75
34.0,-75.05,22.22,blended,2026-04-14,72.0
34.0,-75.0,21.72,blended,2026-04-14,71.1
34.0,-74.9,21.2,blended,2026-04-14,70.16
34.0,-74.85,20.307,blended,2026-04-14,68.55
34.0,-74.8,20.83,blended,2026-04-14,69.49
34.0,-74.75,19.885,blended,2026-04-14,67.79
34.0,-74.65,20.051,blended,2026-04-14,68.09
34.0,-74.6,20.58,blended,2026-04-14,69.04
34.0,-74.55,20.56,blended,2026-04-14,69.01
34.0,-74.5,20.47,blended,2026-04-14,68.85
34.0,-74.4,20.345,blended,2026-04-14,68.62
34.0,-74.35,20.517,blended,2026-04-14,68.93
34.0,-74.3,20.315,blended,2026-04-14,68.57
34.0,-74.25,20.383,blended,2026-04-14,68.69
34.0,-74.15,20.332,blended,2026-04-14,68.6
34.0,-74.1,20.34,blended,2026-04-14,68.61
34.0,-74.05,20.38,blended,2026-04-14,68.68
34.0,-74.0,20.435,blended,2026-04-14,68.78
34.05,-77.5,18.78,blended,2026-04-14,65.8
34.05,-77.4,19.345,blended,2026-04-14,66.82
34.05,-77.35,19.662,blended,2026-04-14,67.39
34.05,-77.3,19.965,blended,2026-04-14,67.94
34.05,-77.25,20.237,blended,2026-04-14,68.43
34.05,-77.15,20.619,blended,2026-04-14,69.11
34.05,-77.1,20.754,blended,2026-04-14,69.36
34.05,-77.05,20.924,blended,2026-04-14,69.66
34.05,-77.0,21.221,blended,2026-04-14,70.2
34.05,-76.9,21.742,blended,2026-04-14,71.14
34.05,-76.85,21.796,blended,2026-04-14,71.23
34.05,-76.8,21.789,blended,2026-04-14,71.22
34.05,-76.75,21.761,blended,2026-04-14,71.17
34.05,-76.65,21.761,blended,2026-04-14,71.17
34.05,-76.6,21.828,blended,2026-04-14,71.29
34.05,-76.55,21.956,blended,2026-04-14,71.52
34.05,-76.5,22.155,blended,2026-04-14,71.88
34.05,-76.4,22.746,blended,2026-04-14,72.94
34.05,-76.35,23.136,blended,2026-04-14,73.64
34.05,-76.3,23.535,blended,2026-04-14,74.36
34.05,-76.25,23.855,blended,2026-04-14,74.94
34.05,-76.15,24.128,blended,2026-04-14,75.43
34.05,-76.1,24.16,blended,2026-04-14,75.49
34.05,-76.05,24.299,blended,2026-04-14,75.74
34.05,-76.0,24.682,blended,2026-04-14,76.43
34.05,-75.9,24.878,blended,2026-04-14,76.78
34.05,-75.85,24.911,blended,2026-04-14,76.84
34.05,-75.8,24.978,blended,2026-04-14,76.96
34.05,-75.75,24.948,blended,2026-04-14,76.91
34.05,-75.65,24.988,blended,2026-04-14,76.98
34.05,-75.6,25.042,blended,2026-04-14,77.08
34.05,-75.55,25.08,blended,2026-04-14,77.14
34.05,-75.5,25.084,blended,2026-04-14,77.15
34.05,-75.4,24.879,blended,2026-04-14,76.78
34.05,-75.35,24.679,blended,2026-04-14,76.42
34.05,-75.3,24.419,blended,2026-04-14,75.95
34.05,-75.25,23.986,blended,2026-04-14,75.17
34.05,-75.15,22.56,blended,2026-04-14,72.61
34.05,-75.1,21.915,blended,2026-04-14,71.45
34.05,-75.05,21.419,blended,2026-04-14,70.55
34.05,-75.0,21.061,blended,2026-04-14,69.91
34.05,-74.9,20.536,blended,2026-04-14,68.96
34.05,-74.85,20.345,blended,2026-04-14,68.62
34.05,-74.8,20.185,blended,2026-04-14,68.33
34.05,-74.75,20.027,blended,2026-04-14,68.05
34.05,-74.65,20.003,blended,2026-04-14,68.01
34.05,-74.6,20.271,blended,2026-04-14,68.49
34.05,-74.55,20.462,blended,2026-04-14,68.83
34.05,-74.5,20.597,blended,2026-04-14,69.07
34.05,-74.4,20.578,blended,2026-04-14,69.04
34.05,-74.35,20.48,blended,2026-04-14,68.86
34.05,-74.3,20.466,blended,2026-04-14,68.84
34.05,-74.25,20.459,blended,2026-04-14,68.83
34.05,-74.15,20.394,blended,2026-04-14,68.71
34.05,-74.1,20.384,blended,2026-04-14,68.69
34.05,-74.05,20.388,blended,2026-04-14,68.7
34.05,-74.0,20.408,blended,2026-04-14,68.73
34.15,-77.5,18.621,blended,2026-04-14,65.52
34.15,-77.4,18.904,blended,2026-04-14,66.03
34.15,-77.35,19.156,blended,2026-04-14,66.48
34.15,-77.3,19.445,blended,2026-04-14,67.0
34.15,-77.25,19.713,blended,2026-04-14,67.48
34.15,-77.15,20.121,blended,2026-04-14,68.22
34.15,-77.1,20.286,blended,2026-04-14,68.51
34.15,-77.05,20.452,blended,2026-04-14,68.81
34.15,-77.0,20.673,blended,2026-04-14,69.21
34.15,-76.9,21.142,blended,2026-04-14,70.06
34.15,-76.85,21.218,blended,2026-04-14,70.19
34.15,-76.8,21.116,blended,2026-04-14,70.01
34.15,-76.75,20.977,blended,2026-04-14,69.76
34.15,-76.65,20.947,blended,2026-04-14,69.7
34.15,-76.6,21.276,blended,2026-04-14,70.3
34.15,-76.55,21.61,blended,2026-04-14,70.9
34.15,-76.5,21.75,blended,2026-04-14,71.15
34.15,-76.4,22.119,blended,2026-04-14,71.81
34.15,-76.35,22.529,blended,2026-04-14,72.55
34.15,-76.3,22.879,blended,2026-04-14,73.18
34.15,-76.25,23.287,blended,2026-04-14,73.92
34.15,-76.15,24.226,blended,2026-04-14,75.61
34.15,-76.1,24.341,blended,2026-04-14,75.81
34.15,-76.05,24.445,blended,2026-04-14,76.0
34.15,-76.0,24.57,blended,2026-04-14,76.23
34.15,-75.9,24.391,blended,2026-04-14,75.9
34.15,-75.85,24.108,blended,2026-04-14,75.39
34.15,-75.8,24.325,blended,2026-04-14,75.78
34.15,-75.75,24.794,blended,2026-04-14,76.63
34.15,-75.65,25.316,blended,2026-04-14,77.57
34.15,-75.6,25.245,blended,2026-04-14,77.44
34.15,-75.55,25.27,blended,2026-04-14,77.49
34.15,-75.5,25.309,blended,2026-04-14,77.56
34.15,-75.4,24.931,blended,2026-04-14,76.88
34.15,-75.35,24.509,blended,2026-04-14,76.12
34.15,-75.3,24.008,blended,2026-04-14,75.21
34.15,-75.25,23.445,blended,2026-04-14,74.2
34.15,-75.15,22.328,blended,2026-04-14,72.19
34.15,-75.1,21.86,blended,2026-04-14,71.35
34.15,-75.05,21.454,blended,2026-04-14,70.62
34.15,-75.0,21.117,blended,2026-04-14,70.01
34.15,-74.9,20.64,blended,2026-04-14,69.15
34.15,-74.85,20.519,blended,2026-04-14,68.93
34.15,-74.8,20.486,blended,2026-04-14,68.87
34.15,-74.75,20.492,blended,2026-04-14,68.89
34.15,-74.65,20.515,blended,2026-04-14,68.93
34.15,-74.6,20.463,blended,2026-04-14,68.83
34.15,-74.55,20.211,blended,2026-04-14,68.38
34.15,-74.5,20.287,blended,2026-04-14,68.52
34.15,-74.4,20.405,blended,2026-04-14,68.73
34.15,-74.35,20.394,blended,2026-04-14,68.71
34.15,-74.3,20.427,blended,2026-04-14,68.77
34.15,-74.25,20.475,blended,2026-04-14,68.86
34.15,-74.15,20.579,blended,2026-04-14,69.04
34.15,-74.1,20.573,blended,2026-04-14,69.03
34.15,-74.05,20.543,blended,2026-04-14,68.98
34.15,-74.0,20.519,blended,2026-04-14,68.93
34.2,-77.5,18.49,blended,2026-04-14,65.28
34.2,-77.4,18.728,blended,2026-04-14,65.71
34.2,-77.35,18.974,blended,2026-04-14,66.15
34.2,-77.3,19.112,blended,2026-04-14,66.4
34.2,-77.25,19.46,blended,2026-04-14,67.03
34.2,-77.15,19.872,blended,2026-04-14,67.77
34.2,-77.1,19.735,blended,2026-04-14,67.52
34.2,-77.05,19.815,blended,2026-04-14,67.67
34.2,-77.0,19.985,blended,2026-04-14,67.97
34.2,-76.9,20.272,blended,2026-04-14,68.49
34.2,-76.85,20.699,blended,2026-04-14,69.26
34.2,-76.8,20.59,blended,2026-04-14,69.06
34.2,-76.75,20.425,blended,2026-04-14,68.76
34.2,-76.65,20.491,blended,2026-04-14,68.88
34.2,-76.6,21.16,blended,2026-04-14,70.09
34.2,-76.55,21.395,blended,2026-04-14,70.51
