lat,lon,sst
27.07,-80.87,29.47
27.03,-80.85,29.49
27.03,-80.83,29.58
27.01,-80.85,29.52
26.61,-76.75,29.56
26.61,-76.73,29.58
26.59,-76.75,29.56
26.59,-76.73,29.6
26.55,-82.27,30.69
26.53,-82.29,30.64
26.53,-82.27,30.92
26.53,-82.25,31.51
26.53,-82.23,31.9
26.51,-82.31,30.64
26.51,-82.27,31.29
26.51,-82.25,31.43
26.51,-82.23,32.03
26.51,-82.21,32.8
26.49,-82.29,31.18
26.49,-82.27,31.27
26.49,-82.25,31.32
26.49,-82.23,31.4
26.49,-82.21,33.25
26.49,-82.19,33.38
26.49,-76.91,29.52
26.49,-76.89,29.54
26.49,-76.87,29.58
26.47,-82.33,31.27
26.47,-82.31,31.23
26.47,-82.29,31.16
26.47,-82.27,31.15
26.47,-82.25,31.37
26.47,-82.23,31.48
26.47,-82.21,31.79
26.47,-82.01,31.56
26.47,-81.99,31.51
26.47,-81.97,31.52
26.47,-76.89,29.64
26.47,-76.87,29.63
26.47,-76.85,29.6
26.45,-82.33,31.36
26.45,-82.31,31.24
26.45,-82.29,31.21
26.45,-82.27,31.25
26.45,-82.25,31.28
26.45,-82.23,31.35
26.45,-82.21,31.59
26.45,-82.19,31.83
26.45,-82.15,30.98
26.45,-82.01,31.59
26.45,-81.99,31.48
26.45,-81.97,31.52
26.45,-76.89,29.68
26.45,-76.87,29.67
26.43,-82.27,31.39
26.43,-82.25,31.36
26.43,-82.23,31.35
26.43,-82.21,31.33
26.43,-82.13,31.0
26.43,-82.11,31.11
26.43,-82.05,31.21
26.43,-82.03,31.07
26.43,-82.01,31.07
26.43,-81.99,31.01
26.43,-81.97,31.1
26.43,-81.95,31.12
26.41,-82.27,31.43
26.41,-82.17,31.07
26.41,-82.15,30.96
26.41,-82.13,30.95
26.41,-82.11,31.17
26.41,-82.09,31.19
26.41,-82.07,31.19
26.41,-82.05,31.2
26.41,-82.03,31.03
26.41,-82.01,31.08
26.41,-81.99,31.05
26.41,-81.97,30.89
26.41,-81.95,30.86
26.39,-82.19,31.43
26.39,-82.17,31.49
26.39,-82.15,31.58
26.39,-82.13,31.59
26.39,-82.11,31.56
26.39,-82.09,31.45
26.39,-82.07,31.2
26.39,-82.05,31.25
26.39,-82.03,31.28
26.39,-82.01,31.37
26.39,-81.99,31.12
26.39,-81.97,30.75
26.39,-81.95,30.66
26.37,-82.37,31.39
26.37,-82.21,31.49
26.37,-82.19,31.53
26.37,-82.17,31.57
26.37,-82.15,31.55
26.37,-82.13,31.64
26.37,-82.11,31.56
26.37,-82.09,31.42
26.37,-82.07,31.27
26.37,-82.05,31.09
26.37,-82.03,30.91
26.37,-82.01,31.4
26.37,-81.99,31.44
26.37,-81.97,31.06
26.35,-82.51,31.37
26.35,-82.21,31.51
26.35,-82.19,31.54
26.35,-82.17,31.5
26.35,-82.15,31.48
26.35,-82.13,31.5
26.35,-82.11,31.44
26.35,-82.09,31.35
26.35,-82.07,31.16
26.35,-82.05,30.56
26.35,-82.03,30.75
26.35,-82.01,31.24
26.35,-81.99,31.37
26.33,-82.53,31.26
26.33,-82.51,31.35
26.33,-82.27,31.38
26.33,-82.25,31.37
26.33,-82.23,31.4
26.33,-82.21,31.5
26.33,-82.19,31.55
26.33,-82.17,31.48
26.33,-82.15,31.45
26.33,-82.13,31.37
26.33,-82.11,31.31
26.33,-82.09,31.28
26.33,-82.07,31.03
26.33,-82.05,30.96
26.33,-82.03,31.07
26.33,-82.01,31.2
26.31,-82.29,31.32
26.31,-82.27,31.42
26.31,-82.25,31.38
26.31,-82.23,31.41
26.31,-82.21,31.54
26.31,-82.19,31.49
26.31,-82.17,31.44
26.31,-82.15,31.44
26.31,-82.13,31.37
26.31,-82.11,31.22
26.31,-82.09,31.06
26.31,-82.07,31.06
26.31,-82.05,31.11
26.31,-82.03,31.09
26.29,-82.39,31.18
26.29,-82.25,31.43
26.29,-82.23,31.44
26.29,-82.21,31.5
26.29,-82.19,31.44
26.29,-82.17,31.45
26.29,-82.15,31.42
26.29,-82.13,31.34
26.29,-82.11,31.21
26.29,-82.09,31.13
26.29,-82.07,31.07
26.29,-82.05,31.08
26.29,-81.89,31.33
26.29,-81.87,31.41
26.27,-82.39,31.22
26.27,-82.37,31.23
26.27,-82.35,31.29
26.27,-82.33,31.33
26.27,-82.29,31.2
26.27,-82.27,31.28
26.27,-82.25,31.42
26.27,-82.23,31.4
26.27,-82.21,31.33
26.27,-82.19,31.4
26.27,-82.17,31.46
26.27,-82.15,31.41
26.27,-82.13,31.29
26.27,-81.93,31.35
26.27,-81.91,31.35
26.27,-81.89,31.55
26.27,-81.87,31.49
26.27,-81.85,31.57
26.25,-82.47,31.26
26.25,-82.33,31.34
26.25,-82.31,31.26
26.25,-82.29,31.3
26.25,-82.27,31.3
