lat,lon,u,v,speed_ms,dir_deg,source,date
22.16667,-83.08333,-0.02872,-0.01186,0.0311,247.6,CMEMS,2026-08-22
22.16667,-83.0,-0.02671,-0.00819,0.0279,253.0,CMEMS,2026-08-22
22.16667,-82.91666,-0.02625,-0.00614,0.027,256.8,CMEMS,2026-08-22
22.16667,-82.83333,-0.02667,-0.00436,0.027,260.7,CMEMS,2026-08-22
22.16667,-82.75,-0.02661,-0.00087,0.0266,268.1,CMEMS,2026-08-22
22.16667,-82.66666,-0.02587,0.00314,0.0261,276.9,CMEMS,2026-08-22
22.16667,-82.58333,-0.02597,0.00616,0.0267,283.3,CMEMS,2026-08-22
22.16667,-82.5,-0.02741,0.01149,0.0297,292.7,CMEMS,2026-08-22
22.16667,-82.41666,-0.02968,0.01753,0.0345,300.6,CMEMS,2026-08-22
22.16667,-82.33333,-0.033,0.02157,0.0394,303.2,CMEMS,2026-08-22
22.16667,-82.25,-0.0376,0.02389,0.0445,302.4,CMEMS,2026-08-22
22.16667,-82.16666,-0.04275,0.02459,0.0493,299.9,CMEMS,2026-08-22
22.16667,-82.08333,-0.04637,0.02438,0.0524,297.7,CMEMS,2026-08-22
22.16667,-82.0,-0.0478,0.02329,0.0532,296.0,CMEMS,2026-08-22
22.16667,-81.91666,-0.04685,0.02077,0.0512,293.9,CMEMS,2026-08-22
22.16667,-81.83333,-0.0473,0.01946,0.0511,292.4,CMEMS,2026-08-22
22.16667,-81.75,-0.0442,0.01789,0.0477,292.0,CMEMS,2026-08-22
22.16667,-81.66666,-0.03344,0.01861,0.0383,299.1,CMEMS,2026-08-22
22.16667,-81.58333,-0.01901,0.02683,0.0329,324.7,CMEMS,2026-08-22
22.16667,-81.5,-0.01665,0.03097,0.0352,331.7,CMEMS,2026-08-22
22.16667,-81.41666,-0.02311,0.03003,0.0379,322.4,CMEMS,2026-08-22
22.16667,-78.33333,-0.07925,0.05233,0.095,303.4,CMEMS,2026-08-22
22.16667,-78.25,-0.0777,0.04471,0.0896,299.9,CMEMS,2026-08-22
22.16667,-78.16666,-0.07548,0.03601,0.0836,295.5,CMEMS,2026-08-22
22.16667,-78.08333,-0.06184,0.02569,0.067,292.6,CMEMS,2026-08-22
22.16667,-78.0,-0.08369,0.03963,0.0926,295.3,CMEMS,2026-08-22
22.16667,-77.91666,-0.11679,0.06323,0.1328,298.4,CMEMS,2026-08-22
22.16667,-77.83333,-0.11471,0.03849,0.121,288.5,CMEMS,2026-08-22
22.16667,-77.75,-0.12321,0.03767,0.1288,287.0,CMEMS,2026-08-22
22.16667,-77.66666,-0.15254,0.10063,0.1827,303.4,CMEMS,2026-08-22
22.16667,-77.58333,-0.14219,0.23925,0.2783,329.3,CMEMS,2026-08-22
22.16667,-77.5,-0.11463,0.099,0.1515,310.8,CMEMS,2026-08-22
22.16667,-77.41666,-0.12857,0.08792,0.1558,304.4,CMEMS,2026-08-22
22.16667,-77.33333,-0.15079,0.07695,0.1693,297.0,CMEMS,2026-08-22
22.16667,-77.25,-0.16567,0.0663,0.1784,291.8,CMEMS,2026-08-22
22.16667,-77.16666,-0.16213,0.0396,0.1669,283.7,CMEMS,2026-08-22
22.16667,-77.08333,-0.15544,0.06744,0.1694,293.5,CMEMS,2026-08-22
22.16667,-77.0,-0.15131,0.08333,0.1727,298.8,CMEMS,2026-08-22
22.16667,-76.91666,-0.1399,0.10742,0.1764,307.5,CMEMS,2026-08-22
22.16667,-76.83333,-0.12401,0.12458,0.1758,315.1,CMEMS,2026-08-22
22.16667,-76.75,-0.10202,0.1416,0.1745,324.2,CMEMS,2026-08-22
22.16667,-76.66666,-0.07859,0.12929,0.1513,328.7,CMEMS,2026-08-22
22.16667,-76.58333,-0.07423,0.10956,0.1323,325.9,CMEMS,2026-08-22
22.16667,-76.5,-0.07297,0.08397,0.1112,319.0,CMEMS,2026-08-22
22.16667,-76.41666,-0.06543,0.08263,0.1054,321.6,CMEMS,2026-08-22
22.16667,-76.33333,-0.06965,0.08037,0.1064,319.1,CMEMS,2026-08-22
