lat,lon,u,v,speed_ms,dir_deg,source,date
22.16667,-83.08333,0.02231,0.00823,0.0238,69.8,CMEMS,2026-09-25
22.16667,-83.0,0.02223,0.00638,0.0231,74.0,CMEMS,2026-09-25
22.16667,-82.91666,0.02135,0.00468,0.0219,77.6,CMEMS,2026-09-25
22.16667,-82.83333,0.02036,0.00404,0.0208,78.8,CMEMS,2026-09-25
22.16667,-82.75,0.01892,0.00181,0.019,84.5,CMEMS,2026-09-25
22.16667,-82.66666,0.01592,-0.00187,0.016,96.7,CMEMS,2026-09-25
22.16667,-82.58333,0.01253,-0.00417,0.0132,108.4,CMEMS,2026-09-25
22.16667,-82.5,0.01055,-0.00566,0.012,118.2,CMEMS,2026-09-25
22.16667,-82.41666,0.0098,-0.00647,0.0117,123.4,CMEMS,2026-09-25
22.16667,-82.33333,0.00986,-0.00654,0.0118,123.6,CMEMS,2026-09-25
22.16667,-82.25,0.01111,-0.00585,0.0126,117.7,CMEMS,2026-09-25
22.16667,-82.16666,0.01394,-0.00473,0.0147,108.8,CMEMS,2026-09-25
22.16667,-82.08333,0.01731,-0.004,0.0178,103.0,CMEMS,2026-09-25
22.16667,-82.0,0.01937,-0.00305,0.0196,99.0,CMEMS,2026-09-25
22.16667,-81.91666,0.01918,-0.00298,0.0194,98.8,CMEMS,2026-09-25
22.16667,-81.83333,0.0172,-0.00435,0.0177,104.2,CMEMS,2026-09-25
22.16667,-81.75,0.01345,-0.00401,0.014,106.6,CMEMS,2026-09-25
22.16667,-81.66666,0.01,0.00093,0.01,84.7,CMEMS,2026-09-25
22.16667,-81.58333,0.01151,0.00688,0.0134,59.1,CMEMS,2026-09-25
22.16667,-81.5,0.02539,0.00124,0.0254,87.2,CMEMS,2026-09-25
22.16667,-81.41666,0.04281,-0.00944,0.0438,102.4,CMEMS,2026-09-25
22.16667,-78.33333,0.04441,-0.02894,0.053,123.1,CMEMS,2026-09-25
22.16667,-78.25,0.03689,-0.01662,0.0405,114.2,CMEMS,2026-09-25
22.16667,-78.16666,0.03734,-0.00683,0.038,100.4,CMEMS,2026-09-25
22.16667,-78.08333,0.04538,-0.0234,0.0511,117.3,CMEMS,2026-09-25
22.16667,-78.0,0.04963,-0.0162,0.0522,108.1,CMEMS,2026-09-25
22.16667,-77.91666,0.05227,-0.01714,0.055,108.2,CMEMS,2026-09-25
22.16667,-77.83333,0.05403,-0.01945,0.0574,109.8,CMEMS,2026-09-25
22.16667,-77.75,0.07282,-0.03913,0.0827,118.3,CMEMS,2026-09-25
22.16667,-77.66666,0.25578,-0.16635,0.3051,123.0,CMEMS,2026-09-25
22.16667,-77.58333,0.46016,-0.46211,0.6521,135.1,CMEMS,2026-09-25
22.16667,-77.5,0.41188,-0.44862,0.609,137.4,CMEMS,2026-09-25
22.16667,-77.41666,0.22233,-0.24366,0.3299,137.6,CMEMS,2026-09-25
22.16667,-77.33333,0.04574,-0.10424,0.1138,156.3,CMEMS,2026-09-25
22.16667,-77.25,-0.04021,-0.05369,0.0671,216.8,CMEMS,2026-09-25
22.16667,-77.16666,-0.06342,-0.09477,0.114,213.8,CMEMS,2026-09-25
22.16667,-77.08333,-0.07664,-0.03032,0.0824,248.4,CMEMS,2026-09-25
22.16667,-77.0,-0.06621,9e-05,0.0662,270.1,CMEMS,2026-09-25
22.16667,-76.91666,-0.03187,0.02355,0.0396,306.5,CMEMS,2026-09-25
22.16667,-76.83333,0.01442,-0.0065,0.0158,114.3,CMEMS,2026-09-25
22.16667,-76.75,0.04535,-0.04111,0.0612,132.2,CMEMS,2026-09-25
22.16667,-76.66666,0.04291,-0.03772,0.0571,131.3,CMEMS,2026-09-25
22.16667,-76.58333,0.02147,-0.02308,0.0315,137.1,CMEMS,2026-09-25
22.16667,-76.5,0.01567,-0.01218,0.0199,127.9,CMEMS,2026-09-25
22.16667,-76.41666,0.02116,-0.02106,0.0299,134.9,CMEMS,2026-09-25
22.16667,-76.33333,0.02277,-0.02659,0.035,139.4,CMEMS,2026-09-25
22.16667,-76.25,0.02429,-0.04061,0.0473,149.1,CMEMS,2026-09-25
22.16667,-76.16666,0.02005,-0.06075,0.064,161.7,CMEMS,2026-09-25
22.25,-83.08333,0.02144,0.00745,0.0227,70.8,CMEMS,2026-09-25
22.25,-83.0,0.02222,0.006,0.023,74.9,CMEMS,2026-09-25
22.25,-82.91666,0.02158,0.00466,0.0221,77.8,CMEMS,2026-09-25
22.25,-82.83333,0.02032,0.00416,0.0207,78.4,CMEMS,2026-09-25
22.25,-82.75,0.01909,0.00295,0.0193,81.2,CMEMS,2026-09-25
22.25,-82.66666,0.01762,0.00099,0.0176,86.8,CMEMS,2026-09-25
22.25,-82.58333,0.01606,-0.00142,0.0161,95.1,CMEMS,2026-09-25
22.25,-82.5,0.01549,-0.00356,0.0159,102.9,CMEMS,2026-09-25
22.25,-82.41666,0.0156,-0.00509,0.0164,108.1,CMEMS,2026-09-25
22.25,-82.33333,0.01571,-0.00597,0.0168,110.8,CMEMS,2026-09-25
22.25,-82.25,0.01615,-0.00676,0.0175,112.7,CMEMS,2026-09-25
22.25,-82.16666,0.01748,-0.0076,0.0191,113.5,CMEMS,2026-09-25
22.25,-82.08333,0.01742,-0.00609,0.0185,109.3,CMEMS,2026-09-25
22.25,-82.0,0.01444,-0.00337,0.0148,103.2,CMEMS,2026-09-25
22.25,-81.91666,0.01444,-0.00305,0.0148,101.9,CMEMS,2026-09-25
22.25,-81.83333,0.01582,-0.00374,0.0163,103.3,CMEMS,2026-09-25
22.25,-78.41666,0.05153,-0.01592,0.0539,107.2,CMEMS,2026-09-25
22.25,-78.33333,0.05199,-0.02554,0.0579,116.2,CMEMS,2026-09-25
22.25,-78.25,0.04592,-0.01667,0.0489,109.9,CMEMS,2026-09-25
22.25,-78.16666,0.04685,-0.01458,0.0491,107.3,CMEMS,2026-09-25
22.25,-78.08333,0.05262,-0.02638,0.0589,116.6,CMEMS,2026-09-25
22.25,-78.0,0.05691,-0.01501,0.0589,104.8,CMEMS,2026-09-25
22.25,-77.91666,0.05759,-0.01089,0.0586,100.7,CMEMS,2026-09-25
22.25,-77.83333,0.06367,-0.02445,0.0682,111.0,CMEMS,2026-09-25
22.25,-77.75,0.22324,-0.18024,0.2869,128.9,CMEMS,2026-09-25
22.25,-77.66666,0.44472,-0.41275,0.6067,132.9,CMEMS,2026-09-25
