lat,lon,sst
38.99,-74.97,25.14
38.25,-73.99,26.05
38.25,-73.97,26.06
38.23,-76.69,27.98
38.23,-74.01,26.01
38.23,-73.99,26.03
38.23,-73.97,26.05
38.21,-76.69,27.99
38.21,-76.67,28.04
38.21,-76.65,28.06
38.21,-76.63,28.09
38.21,-74.05,25.91
38.21,-74.03,25.88
38.21,-74.01,25.92
38.21,-73.99,25.96
38.19,-76.65,28.04
38.19,-76.63,28.08
38.19,-76.61,28.14
38.19,-74.07,25.95
38.19,-74.05,25.91
38.19,-74.03,25.91
38.19,-74.01,25.87
38.17,-76.63,28.05
38.17,-76.61,28.08
38.17,-76.59,28.1
38.17,-74.09,26.03
38.17,-74.07,26.0
38.17,-74.05,26.01
38.17,-74.03,26.07
38.15,-74.11,26.26
38.15,-74.09,26.14
38.15,-74.07,26.03
38.15,-74.05,26.04
38.13,-74.11,26.31
38.13,-74.09,26.35
38.13,-73.95,25.97
38.13,-73.93,25.97
38.11,-74.13,26.3
38.11,-74.11,26.31
38.11,-74.09,26.39
38.11,-73.99,25.97
38.11,-73.97,25.96
38.11,-73.95,25.94
38.11,-73.93,25.97
38.09,-74.79,25.36
38.09,-74.77,25.4
38.09,-74.75,25.47
38.09,-74.73,25.49
38.09,-74.15,26.26
38.09,-74.13,26.27
38.09,-74.11,26.3
38.09,-74.09,26.32
38.07,-74.79,25.35
38.07,-74.77,25.38
38.07,-74.75,25.46
38.07,-74.73,25.51
38.07,-74.71,25.53
38.07,-74.69,25.58
38.07,-74.63,25.89
38.07,-74.49,25.93
38.07,-74.47,25.93
38.07,-74.17,26.19
38.07,-74.15,26.13
38.07,-74.13,26.16
38.07,-74.11,26.17
38.07,-74.01,26.07
38.07,-73.99,26.02
38.05,-74.69,25.71
38.05,-74.63,25.87
38.05,-74.61,25.97
38.05,-74.59,26.15
38.05,-74.51,25.94
38.05,-74.49,25.95
38.05,-74.37,26.19
38.05,-74.19,26.23
38.05,-74.17,26.22
38.05,-74.15,26.15
38.05,-74.13,26.08
38.05,-74.01,26.09
38.05,-73.99,26.03
38.03,-74.79,25.5
38.03,-74.77,25.59
38.03,-74.75,25.65
38.03,-74.73,25.69
38.03,-74.71,25.77
38.03,-74.69,25.77
38.03,-74.65,25.81
38.03,-74.63,25.86
38.03,-74.61,26.0
38.03,-74.59,26.13
38.03,-74.57,25.9
38.03,-74.55,25.84
38.03,-74.53,25.83
38.03,-74.37,26.19
38.03,-74.35,26.2
38.03,-74.21,26.48
38.03,-74.19,26.45
38.03,-74.17,26.43
38.03,-74.15,26.42
