lat,lon,sst
38.99,-76.43,26.42
38.99,-76.41,26.43
38.99,-76.39,26.34
38.99,-76.37,26.1
38.99,-76.35,26.31
38.99,-76.27,26.76
38.99,-76.25,26.75
38.99,-76.23,26.8
38.99,-76.21,26.82
38.99,-76.19,27.15
38.99,-75.31,26.4
38.99,-75.29,26.34
38.99,-75.27,26.14
38.99,-75.25,26.0
38.99,-75.23,25.91
38.99,-75.21,25.9
38.99,-75.19,26.49
38.99,-75.17,26.29
38.99,-75.15,26.2
38.99,-75.13,26.17
38.99,-75.11,26.57
38.99,-75.09,26.51
38.99,-75.07,26.66
38.99,-75.05,26.59
38.99,-75.03,26.67
38.99,-75.01,27.02
38.99,-74.99,26.41
38.99,-74.97,26.45
38.99,-74.79,25.52
38.99,-74.77,25.52
38.99,-74.75,25.45
38.99,-74.69,25.09
38.99,-74.67,25.03
38.99,-74.65,24.99
38.99,-74.63,24.92
38.99,-74.61,24.92
38.99,-74.59,24.91
38.99,-74.57,24.93
38.99,-74.55,24.93
38.99,-74.53,24.88
38.99,-74.51,24.89
38.99,-74.49,24.95
38.99,-74.47,24.96
38.99,-74.45,24.94
38.99,-74.43,24.9
38.99,-74.41,24.83
38.99,-74.39,24.78
38.99,-74.37,24.76
38.99,-74.35,24.72
38.99,-74.33,24.75
38.99,-74.31,24.5
38.99,-74.29,24.26
38.99,-74.27,24.17
38.99,-74.25,24.17
38.99,-74.23,24.16
38.99,-74.21,24.15
38.99,-74.19,24.12
38.99,-74.17,24.14
38.99,-74.15,24.12
38.99,-74.13,24.1
38.99,-74.11,24.07
38.99,-74.09,24.14
38.99,-74.07,24.36
38.99,-74.05,24.56
38.99,-74.03,24.74
38.99,-74.01,24.74
38.99,-73.99,24.67
38.99,-73.97,24.59
38.99,-73.95,24.59
38.99,-73.93,24.59
38.99,-73.91,24.6
38.99,-73.89,24.61
38.99,-73.87,24.63
38.99,-73.85,24.6
38.99,-73.83,24.54
38.99,-73.81,24.46
38.99,-73.79,24.39
38.99,-73.77,24.28
38.99,-73.75,24.2
38.99,-73.73,24.15
38.99,-73.71,24.1
38.99,-73.69,24.08
38.99,-73.67,24.09
38.99,-73.65,24.05
38.99,-73.63,24.03
38.99,-73.61,24.05
38.99,-73.59,24.08
38.99,-73.57,24.09
38.99,-73.55,24.04
38.99,-73.53,24.0
38.99,-73.51,23.98
38.99,-73.49,23.95
38.99,-73.47,23.93
38.99,-73.45,23.92
38.99,-73.43,23.89
38.99,-73.41,23.85
38.99,-73.39,23.81
38.99,-73.37,23.75
38.99,-73.35,23.67
38.99,-73.33,23.6
38.99,-73.31,23.59
38.99,-73.29,23.63
38.99,-73.27,23.64
38.99,-73.25,23.75
38.99,-73.23,23.8
38.99,-73.21,24.14
38.99,-73.19,24.42
38.99,-73.17,24.28
38.99,-73.15,24.34
38.99,-73.13,24.44
38.99,-73.11,24.78
38.99,-73.09,25.09
38.99,-73.07,25.14
38.99,-73.05,25.33
38.99,-73.03,25.48
38.99,-73.01,25.5
38.99,-72.99,25.45
38.99,-72.97,25.54
38.99,-72.95,25.56
38.99,-72.93,25.55
38.99,-72.91,25.54
38.99,-72.89,25.54
38.99,-72.87,25.6
38.99,-72.85,25.61
38.99,-72.83,25.59
38.99,-72.81,25.61
38.99,-72.79,25.62
38.99,-72.77,25.62
38.99,-72.75,25.64
38.99,-72.73,25.65
38.99,-72.71,25.61
38.99,-72.69,25.6
38.99,-72.67,25.59
38.99,-72.65,25.51
38.99,-72.63,25.43
38.99,-72.61,25.34
38.99,-72.59,25.29
38.99,-72.57,25.32
38.99,-72.55,25.33
38.99,-72.53,25.29
38.99,-72.51,25.25
38.99,-72.49,25.21
38.99,-72.47,25.19
38.99,-72.45,25.16
38.99,-72.43,25.24
38.99,-72.41,25.3
38.99,-72.39,25.28
38.99,-72.37,25.25
38.99,-72.35,25.28
38.99,-72.33,25.29
38.99,-72.31,25.32
38.99,-72.29,25.32
38.99,-72.27,25.3
38.99,-72.25,25.28
38.99,-72.23,25.25
38.99,-72.21,25.25
38.97,-76.47,26.39
38.97,-76.45,26.36
38.97,-76.43,26.29
38.97,-76.41,26.29
38.97,-76.39,26.14
38.97,-76.37,26.09
38.97,-76.35,26.22
38.97,-75.31,26.3
38.97,-75.29,26.22
38.97,-75.27,26.15
38.97,-75.25,25.99
38.97,-75.23,25.87
38.97,-75.21,25.8
38.97,-75.19,26.22
38.97,-75.17,26.24
38.97,-75.15,26.26
38.97,-75.13,26.23
38.97,-75.11,26.6
38.97,-75.09,26.53
38.97,-75.07,26.44
38.97,-75.05,26.33
38.97,-75.03,26.31
38.97,-75.01,25.99
38.97,-74.99,25.78
38.97,-74.97,25.78
38.97,-74.83,25.35
38.97,-74.81,25.36
38.97,-74.79,25.36
38.97,-74.77,25.37
38.97,-74.75,25.35
38.97,-74.65,24.81
38.97,-74.63,24.82
38.97,-74.61,24.87
38.97,-74.59,24.87
38.97,-74.57,24.87
38.97,-74.55,24.9
38.97,-74.53,24.87
38.97,-74.51,24.9
38.97,-74.49,24.98
38.97,-74.47,24.95
38.97,-74.45,24.92
38.97,-74.43,24.92
38.97,-74.41,24.87
38.97,-74.39,24.85
38.97,-74.37,24.8
38.97,-74.35,24.74
38.97,-74.33,24.68
38.97,-74.31,24.54
38.97,-74.29,24.49
38.97,-74.27,24.38
38.97,-74.25,24.3
38.97,-74.23,24.29
38.97,-74.21,24.28
38.97,-74.19,24.29
38.97,-74.17,24.24
38.97,-74.15,24.18
38.97,-74.13,24.11
38.97,-74.11,24.12
38.97,-74.09,24.27
38.97,-74.07,24.46
38.97,-74.05,24.69
38.97,-74.03,24.76
38.97,-74.01,24.7
38.97,-73.99,24.65
38.97,-73.97,24.62
38.97,-73.95,24.63
38.97,-73.93,24.63
38.97,-73.91,24.6
38.97,-73.89,24.6
38.97,-73.87,24.62
38.97,-73.85,24.62
38.97,-73.83,24.59
38.97,-73.81,24.53
38.97,-73.79,24.49
38.97,-73.77,24.46
38.97,-73.75,24.28
38.97,-73.73,24.16
38.97,-73.71,24.1
38.97,-73.69,24.11
38.97,-73.67,24.1
38.97,-73.65,24.1
38.97,-73.63,24.07
38.97,-73.61,24.08
38.97,-73.59,24.11
38.97,-73.57,24.1
38.97,-73.55,24.07
38.97,-73.53,24.01
38.97,-73.51,23.98
38.97,-73.49,23.95
38.97,-73.47,23.93
38.97,-73.45,23.87
38.97,-73.43,23.8
38.97,-73.41,23.79
38.97,-73.39,23.73
38.97,-73.37,23.69
38.97,-73.35,23.64
38.97,-73.33,23.6
38.97,-73.31,23.62
38.97,-73.29,23.65
38.97,-73.27,23.77
38.97,-73.25,23.83
38.97,-73.23,23.96
38.97,-73.21,24.55
38.97,-73.19,24.6
38.97,-73.17,24.55
38.97,-73.15,24.68
38.97,-73.13,24.87
38.97,-73.11,25.09
38.97,-73.09,25.17
38.97,-73.07,25.17
38.97,-73.05,25.31
38.97,-73.03,25.48
38.97,-73.01,25.47
38.97,-72.99,25.48
38.97,-72.97,25.53
38.97,-72.95,25.53
