lat,lon,ssh_m,sla_m,adt_m,source,date
22.1875,-83.0625,0.7688,0.13,0.7688,CMEMS_ALT,2026-08-30
22.1875,-82.9375,0.7549,0.129,0.7549,CMEMS_ALT,2026-08-30
22.1875,-82.8125,0.7713,0.1283,0.7713,CMEMS_ALT,2026-08-30
22.1875,-82.6875,0.7888,0.1273,0.7888,CMEMS_ALT,2026-08-30
22.1875,-82.5625,0.798,0.1251,0.798,CMEMS_ALT,2026-08-30
22.1875,-82.4375,0.8218,0.121,0.8218,CMEMS_ALT,2026-08-30
22.1875,-82.3125,0.8134,0.1147,0.8134,CMEMS_ALT,2026-08-30
22.1875,-82.1875,0.8154,0.1066,0.8154,CMEMS_ALT,2026-08-30
22.1875,-82.0625,0.7749,0.0974,0.7749,CMEMS_ALT,2026-08-30
22.1875,-81.9375,0.7632,0.0876,0.7632,CMEMS_ALT,2026-08-30
22.1875,-81.8125,0.7597,0.078,0.7597,CMEMS_ALT,2026-08-30
22.1875,-81.6875,0.752,0.0693,0.752,CMEMS_ALT,2026-08-30
22.1875,-81.5625,0.7502,0.0623,0.7502,CMEMS_ALT,2026-08-30
22.1875,-81.4375,0.7531,0.0579,0.7531,CMEMS_ALT,2026-08-30
22.1875,-81.1875,0.7757,0.0587,0.7757,CMEMS_ALT,2026-08-30
22.1875,-78.4375,0.9035,0.2146,0.9035,CMEMS_ALT,2026-08-30
22.1875,-78.3125,0.8975,0.2109,0.8975,CMEMS_ALT,2026-08-30
22.1875,-78.1875,0.8262,0.2018,0.8262,CMEMS_ALT,2026-08-30
22.1875,-78.0625,0.867,0.1892,0.867,CMEMS_ALT,2026-08-30
22.1875,-77.9375,0.8517,0.1757,0.8517,CMEMS_ALT,2026-08-30
22.1875,-77.8125,0.8199,0.1631,0.8199,CMEMS_ALT,2026-08-30
22.1875,-77.6875,0.8154,0.1525,0.8154,CMEMS_ALT,2026-08-30
22.1875,-77.5625,0.8159,0.1441,0.8159,CMEMS_ALT,2026-08-30
22.1875,-77.4375,0.8191,0.1379,0.8191,CMEMS_ALT,2026-08-30
22.1875,-77.3125,0.8158,0.1335,0.8158,CMEMS_ALT,2026-08-30
22.1875,-77.1875,0.8161,0.1308,0.8161,CMEMS_ALT,2026-08-30
22.1875,-77.0625,0.8222,0.1295,0.8222,CMEMS_ALT,2026-08-30
22.1875,-76.9375,0.8268,0.1295,0.8268,CMEMS_ALT,2026-08-30
22.1875,-76.8125,0.829,0.131,0.829,CMEMS_ALT,2026-08-30
22.1875,-76.6875,0.8307,0.1343,0.8307,CMEMS_ALT,2026-08-30
22.1875,-76.5625,0.8326,0.1393,0.8326,CMEMS_ALT,2026-08-30
22.1875,-76.4375,0.8316,0.1458,0.8316,CMEMS_ALT,2026-08-30
22.1875,-76.3125,0.8351,0.1531,0.8351,CMEMS_ALT,2026-08-30
22.1875,-76.1875,0.8387,0.1603,0.8387,CMEMS_ALT,2026-08-30
22.3125,-83.0625,0.7874,0.1398,0.7874,CMEMS_ALT,2026-08-30
22.3125,-82.9375,0.7801,0.1383,0.7801,CMEMS_ALT,2026-08-30
22.3125,-82.8125,0.7609,0.1366,0.7609,CMEMS_ALT,2026-08-30
22.3125,-82.6875,0.7803,0.1344,0.7803,CMEMS_ALT,2026-08-30
22.3125,-82.5625,0.8016,0.1307,0.8016,CMEMS_ALT,2026-08-30
22.3125,-82.4375,0.8045,0.1249,0.8045,CMEMS_ALT,2026-08-30
