lat,lon,sst
30.49,-80.75,28.65
30.49,-80.73,28.68
30.49,-80.71,28.78
30.49,-80.49,30.23
30.49,-80.47,30.2
30.49,-80.33,29.69
30.49,-77.11,29.28
30.49,-77.09,29.32
30.49,-77.07,29.3
30.49,-77.05,29.26
30.49,-76.93,29.18
30.49,-76.23,28.81
30.49,-76.21,28.83
30.49,-76.19,28.85
30.49,-76.17,28.84
30.47,-80.73,28.8
30.47,-80.71,28.84
30.47,-80.53,30.05
30.47,-80.49,30.1
30.47,-80.47,30.08
30.47,-80.41,30.05
30.47,-80.35,29.67
30.47,-80.33,29.68
30.47,-77.07,29.3
30.47,-77.05,29.27
30.47,-77.03,29.24
30.47,-77.01,29.23
30.47,-76.99,29.27
30.47,-76.97,29.31
30.47,-76.95,29.28
30.47,-76.93,29.25
30.47,-76.87,29.13
30.47,-76.85,29.19
30.47,-76.23,28.82
30.47,-76.21,28.88
30.47,-76.19,28.87
30.47,-76.17,28.9
30.47,-76.15,28.94
30.45,-80.79,28.72
30.45,-80.77,28.89
30.45,-80.73,28.9
30.45,-80.71,28.89
30.45,-80.69,28.86
30.45,-80.57,30.08
30.45,-80.55,30.08
30.45,-80.53,30.09
30.45,-80.49,30.1
30.45,-80.47,30.11
30.45,-80.45,30.14
30.45,-80.43,30.08
30.45,-77.15,29.28
30.45,-77.03,29.2
30.45,-77.01,29.21
30.45,-76.99,29.22
30.45,-76.97,29.26
30.45,-76.95,29.17
30.45,-76.93,29.14
30.45,-76.91,29.18
30.45,-76.87,29.2
30.45,-76.85,29.28
30.45,-76.21,28.96
30.45,-76.19,28.94
30.45,-76.15,28.98
30.43,-80.83,28.19
30.43,-80.81,28.44
30.43,-80.79,28.72
30.43,-80.77,28.91
30.43,-80.75,28.97
30.43,-80.73,28.87
30.43,-80.71,28.84
30.43,-80.69,28.86
30.43,-80.67,29.05
30.43,-80.61,29.96
30.43,-80.59,30.04
30.43,-80.57,30.08
30.43,-80.55,30.04
30.43,-80.53,30.03
30.43,-80.47,30.0
30.43,-80.45,29.97
30.43,-77.01,29.2
30.43,-76.99,29.2
30.43,-76.97,29.19
30.41,-80.83,28.23
30.41,-80.81,28.3
30.41,-80.79,28.67
30.41,-80.77,28.82
30.41,-80.75,28.89
30.41,-80.73,28.85
30.41,-80.71,28.85
30.41,-80.61,29.93
30.41,-80.59,29.99
30.41,-80.57,29.98
30.41,-80.55,29.93
30.41,-80.49,29.98
30.41,-80.47,29.97
30.41,-80.45,29.93
30.41,-80.43,29.67
30.41,-80.41,29.56
