lat,lon,sst
27.63,-77.13,29.69
27.63,-77.11,29.69
27.63,-77.09,29.69
27.63,-76.91,29.71
27.63,-76.89,29.73
27.63,-76.87,29.8
27.63,-76.85,29.77
27.61,-77.37,30.08
27.61,-77.35,30.09
27.61,-77.33,30.09
27.61,-77.31,30.05
27.61,-77.29,30.02
27.61,-77.27,29.97
27.61,-77.25,29.95
27.61,-77.23,30.06
27.61,-77.21,30.01
27.61,-77.19,29.97
27.61,-77.17,30.02
27.61,-77.15,30.04
27.61,-77.13,30.15
27.61,-77.11,30.17
27.61,-77.09,30.13
27.61,-76.91,29.71
27.61,-76.89,29.73
27.61,-76.87,29.81
27.61,-76.85,29.77
27.59,-77.61,30.46
27.59,-77.59,30.45
27.59,-77.57,30.43
27.59,-77.55,30.4
27.59,-77.53,30.36
27.59,-77.51,30.4
27.59,-77.49,30.42
27.59,-77.47,30.39
27.59,-77.45,30.32
27.59,-77.43,30.34
27.59,-77.41,30.3
27.59,-77.39,30.18
27.59,-77.37,30.19
27.59,-77.35,30.15
27.59,-77.33,30.09
27.59,-77.31,30.07
27.59,-77.29,30.03
27.59,-77.27,29.99
27.59,-77.25,29.91
27.59,-77.23,30.06
27.59,-77.21,30.02
27.59,-77.19,29.96
27.59,-77.17,30.02
27.59,-77.15,30.04
27.59,-77.13,30.13
27.59,-77.11,30.17
27.59,-77.09,30.15
27.59,-76.89,29.72
27.59,-76.87,29.81
27.57,-77.69,29.96
27.57,-77.67,29.97
27.57,-77.65,30.51
27.57,-77.63,30.55
27.57,-77.61,30.48
27.57,-77.59,30.42
27.57,-77.57,30.43
27.57,-77.55,30.4
27.57,-77.53,30.35
27.57,-77.51,30.39
27.57,-77.49,30.43
27.57,-77.47,30.39
27.57,-77.45,30.32
27.57,-77.43,30.34
27.57,-77.41,30.31
27.57,-77.39,30.19
27.57,-77.37,30.22
27.57,-77.35,30.17
27.57,-77.33,30.09
27.57,-77.31,30.07
27.57,-77.29,30.06
27.57,-77.27,30.02
27.57,-77.25,29.91
27.57,-77.23,30.09
27.57,-77.21,30.04
27.57,-77.19,29.95
27.57,-77.17,30.01
27.57,-77.15,30.03
27.57,-77.13,30.1
27.57,-77.11,30.16
27.57,-77.09,30.22
27.55,-77.69,29.97
27.55,-77.67,29.98
27.55,-77.65,30.49
27.55,-77.63,30.54
27.55,-77.61,30.48
27.55,-77.59,30.42
27.55,-77.57,30.42
27.55,-77.55,30.41
27.55,-77.53,30.35
27.55,-77.51,30.39
27.55,-77.49,30.42
27.55,-77.47,30.39
27.55,-77.45,30.29
27.55,-77.43,30.33
27.55,-77.41,30.31
27.55,-77.39,30.18
27.55,-77.37,30.27
27.55,-77.35,30.22
27.55,-77.33,30.13
27.55,-77.31,30.11
27.55,-77.29,30.11
27.55,-77.27,30.12
27.55,-77.25,30.07
27.55,-77.23,30.18
27.55,-77.21,30.1
27.55,-77.19,29.98
