lat,lon,sst
41.27,-72.45,21.13
41.27,-72.43,21.15
41.27,-72.41,21.13
41.25,-72.79,22.03
41.25,-72.77,21.98
41.25,-72.75,22.0
41.25,-72.73,21.84
41.25,-72.67,21.74
41.25,-72.65,21.72
41.25,-72.63,21.66
41.25,-72.61,21.62
41.25,-72.59,21.45
41.25,-72.57,21.45
41.25,-72.55,21.38
41.25,-72.53,21.39
41.25,-72.51,21.15
41.25,-72.49,21.14
41.25,-72.47,21.13
41.25,-72.45,21.07
41.25,-72.43,21.08
41.25,-72.41,20.98
41.25,-72.39,20.87
41.25,-72.37,20.91
41.23,-72.83,22.06
41.23,-72.81,22.03
41.23,-72.79,22.08
41.23,-72.77,22.05
41.23,-72.75,22.04
41.23,-72.73,21.97
41.23,-72.71,21.9
41.23,-72.69,21.85
41.23,-72.67,21.83
41.23,-72.65,21.79
41.23,-72.63,21.8
41.23,-72.61,21.81
41.23,-72.59,21.83
41.23,-72.57,21.56
41.23,-72.55,21.39
41.23,-72.53,21.33
41.23,-72.51,21.35
41.23,-72.49,21.35
41.23,-72.47,21.24
41.23,-72.45,21.11
41.23,-72.43,21.07
41.23,-72.41,21.06
41.23,-72.15,22.19
41.23,-72.13,22.22
41.21,-72.85,22.1
41.21,-72.83,22.12
41.21,-72.81,22.15
41.21,-72.79,22.06
41.21,-72.77,22.03
41.21,-72.75,22.0
41.21,-72.73,21.99
41.21,-72.71,21.97
41.21,-72.69,21.94
41.21,-72.67,21.82
41.21,-72.65,21.8
41.21,-72.63,21.82
41.21,-72.61,21.79
41.21,-72.59,21.79
41.21,-72.57,21.65
41.21,-72.55,21.52
41.21,-72.53,21.47
41.21,-72.51,21.44
41.21,-72.49,21.42
41.21,-72.47,21.28
41.21,-72.15,22.18
41.19,-73.01,22.13
41.19,-72.87,22.03
41.19,-72.85,22.07
41.19,-72.83,22.09
41.19,-72.81,22.09
41.19,-72.79,22.04
41.19,-72.77,22.05
41.19,-72.75,22.05
41.19,-72.73,22.09
41.19,-72.71,22.14
41.19,-72.69,22.12
41.19,-72.67,21.91
41.19,-72.65,21.92
41.19,-72.63,21.89
41.19,-72.61,21.8
41.19,-72.59,21.75
41.19,-72.57,21.74
41.19,-72.55,21.75
41.19,-72.53,21.59
41.19,-72.43,21.86
41.19,-72.41,21.84
41.19,-72.39,21.83
41.17,-73.05,22.19
41.17,-73.03,22.19
41.17,-72.83,22.13
41.17,-72.81,22.32
41.17,-72.79,22.32
41.17,-72.77,22.3
41.17,-72.75,22.21
41.17,-72.73,22.17
41.17,-72.71,22.2
41.17,-72.69,22.04
41.17,-72.67,22.02
41.17,-72.65,21.98
41.17,-72.63,21.95
41.17,-72.61,21.91
41.17,-72.59,21.92
41.17,-72.57,21.79
41.17,-72.43,21.93
41.17,-72.39,21.92
41.15,-73.21,22.24
41.15,-73.19,22.25
41.15,-73.17,22.36
41.15,-73.07,22.23
41.15,-73.05,22.23
41.15,-73.03,22.23
41.15,-73.01,22.15
41.15,-72.83,22.3
41.15,-72.81,22.31
41.15,-72.79,22.29
41.15,-72.77,22.24
41.15,-72.75,22.21
41.15,-72.73,22.22
41.15,-72.71,22.23
41.15,-72.69,22.04
41.15,-72.67,22.01
41.15,-72.61,22.08
41.13,-73.09,22.19
41.13,-73.07,22.2
41.13,-73.05,22.21
41.13,-73.03,22.22
41.13,-72.83,22.28
41.13,-72.81,22.27
41.13,-72.79,22.3
41.13,-72.77,22.29
41.13,-72.75,22.28
41.13,-72.73,22.29
41.13,-72.71,22.31
41.11,-73.15,22.44
41.11,-72.81,22.27
41.11,-72.79,22.3
41.11,-72.77,22.3
41.11,-72.51,22.95
41.11,-72.49,23.07
41.09,-73.23,23.12
41.09,-73.21,23.17
41.09,-73.19,22.53
41.09,-73.17,22.47
41.09,-73.15,22.47
41.09,-73.13,22.43
41.09,-72.55,22.56
41.09,-72.53,22.68
41.07,-73.25,22.83
41.07,-73.23,23.06
41.07,-73.21,23.13
41.07,-73.19,22.83
41.07,-73.17,22.4
41.07,-73.15,22.4
41.07,-73.13,22.38
41.07,-72.85,22.44
41.07,-72.83,22.45
41.07,-72.59,22.48
41.07,-72.57,22.46
41.07,-72.55,22.46
41.05,-73.25,22.6
41.05,-73.23,22.76
41.05,-73.21,22.9
41.05,-73.19,22.71
41.05,-73.17,22.31
41.05,-72.89,22.36
41.05,-72.87,22.36
41.05,-72.59,23.14
41.03,-73.25,22.53
41.03,-73.23,22.43
41.03,-73.21,22.46
41.03,-72.89,22.37
41.03,-72.61,23.38
41.01,-73.29,22.49
